charger_id,station_id,charger_type,power_kw,connector_type,installation_date,status
954,176,AC,19.72,Type 2,2021-07-26,Active
955,176,AC,14.81,Type 2,2021-05-07,Active
956,176,AC,20.38,Type 2,2021-06-22,Active
957,176,AC,11.79,Type 2,2021-10-20,Active
958,176,AC,11.1,Type 2,2021-10-08,Active
959,177,AC,12.25,Type 2,2021-06-22,Active
960,177,DC Fast,55.49,CCS,2021-05-27,Active
961,177,DC Fast,60.49,CHAdeMO,2021-04-26,Active
962,178,DC Ultra-Fast,160.09,CCS,2021-11-04,Active
963,178,DC Fast,93.42,CHAdeMO,2022-03-28,Active
964,178,AC,9.97,Type 2,2022-02-18,Active
965,178,AC,19.04,Type 2,2021-11-15,Active
966,178,DC Fast,93.92,CHAdeMO,2022-02-19,Active
967,178,AC,19.92,Type 2,2022-01-23,Active
968,179,DC Ultra-Fast,216.07,CCS,2022-01-26,Active
969,179,AC,8.69,Type 2,2022-01-28,Active
970,179,AC,12.23,Type 2,2022-02-09,Active
971,179,DC Fast,101.71,CHAdeMO,2022-02-21,Active
972,179,DC Fast,77.95,CHAdeMO,2022-03-02,Active
973,179,DC Fast,79.32,CHAdeMO,2022-01-08,Active
974,179,AC,17.41,Type 2,2022-01-21,Active
975,179,AC,17.41,Type 2,2022-03-20,Active
976,180,DC Ultra-Fast,264.84,CCS,2021-10-27,Active
977,180,DC Fast,79.96,CHAdeMO,2021-11-12,Active
978,180,DC Fast,83.84,CHAdeMO,2021-12-20,Active
979,180,DC Fast,38.15,CCS,2022-02-23,Active
980,180,DC Fast,30.02,CCS,2022-03-16,Active
981,180,DC Fast,65.1,CHAdeMO,2021-11-17,Active
982,180,DC Ultra-Fast,209.95,CCS,2022-01-17,Active
983,180,DC Ultra-Fast,348.06,CCS,2022-03-03,Maintenance
984,181,DC Fast,106.73,CCS,2021-06-22,Active
985,181,DC Ultra-Fast,150.17,CCS,2021-04-17,Active
986,181,DC Ultra-Fast,197.05,CCS,2021-08-27,Active
987,181,DC Fast,64.34,CCS,2021-09-05,Active
988,181,AC,15.33,Type 2,2021-07-04,Active
989,181,DC Ultra-Fast,284.01,CCS,2021-03-22,Active
990,182,AC,20.27,Type 2,2021-09-26,Active
991,182,DC Fast,67.43,CHAdeMO,2022-02-17,Active
992,182,DC Fast,46.18,CHAdeMO,2022-01-11,Active
993,183,DC Fast,46.72,CCS,2022-03-04,Active
994,183,DC Fast,94.09,CHAdeMO,2022-01-21,Offline
995,183,DC Fast,33.01,CCS,2022-03-02,Active
996,183,DC Fast,82.22,CCS,2021-11-13,Active
997,183,DC Fast,107.34,CHAdeMO,2022-02-04,Active
998,183,DC Fast,84.91,CCS,2022-02-05,Active
999,184,DC Ultra-Fast,165.62,CCS,2022-10-09,Active
1000,184,AC,18.68,Type 2,2022-08-30,Active
1001,184,DC Fast,96.04,CHAdeMO,2022-08-04,Offline
1002,184,DC Fast,56.03,CCS,2022-10-30,Offline
1003,184,DC Fast,95.43,CHAdeMO,2022-05-21,Active
1004,184,DC Fast,81.56,CHAdeMO,2022-10-12,Active
1005,184,DC Fast,41.41,CCS,2022-07-16,Active
1006,184,DC Fast,54.77,CHAdeMO,2022-05-09,Active
1007,185,AC,15.88,Type 2,2021-12-12,Active
1008,185,DC Fast,53.51,CCS,2021-10-29,Active
1009,185,DC Fast,32.98,CCS,2021-08-03,Active
1010,185,DC Fast,105.39,CHAdeMO,2021-10-03,Active
1011,185,DC Fast,87.38,CCS,2021-11-21,Active
1012,185,AC,16.63,Type 2,2021-07-10,Active
1013,185,DC Fast,57.12,CCS,2021-10-02,Active
1014,186,DC Fast,43.06,CHAdeMO,2022-05-13,Active
1015,186,DC Fast,64.38,CHAdeMO,2022-09-22,Active
1016,186,AC,20.77,Type 2,2022-08-28,Active
1017,186,DC Fast,54.53,CHAdeMO,2022-07-17,Active
1018,186,AC,15.76,Type 2,2022-10-29,Active
1019,186,DC Fast,82.99,CCS,2022-09-20,Active
