maintenance_id,charger_id,issue_type,reported_date,resolved_date,downtime_hours,maintenance_cost,status
652,532,Hardware,2025-11-24,2025-11-26 02:04:12,50.07,12390.01,Resolved
653,533,Software,2025-08-31,2025-08-31 11:36:00,11.6,9000.92,Resolved
654,535,Power Supply,2025-02-04,2025-02-05 10:07:12,34.12,8153.32,Resolved
655,536,Connector,2024-06-09,2024-06-10 10:18:00,34.3,13999.73,Resolved
656,536,Cooling System,2023-05-21,2023-05-21 20:40:48,20.68,9167.9,Resolved
657,536,Connector,2024-11-07,2024-11-08 15:39:36,39.66,1584.58,Resolved
658,537,Hardware,2025-08-21,2025-08-23 11:47:24,59.79,6821.19,Resolved
659,538,Software,2025-07-17,2025-07-19 18:45:00,66.75,8051.75,Resolved
660,539,Power Supply,2024-11-12,2024-11-12 09:03:00,9.05,13412.85,Resolved
661,540,Cooling System,2025-04-24,2025-04-24 03:52:48,3.88,4118.69,Resolved
662,541,Software,2025-03-20,2025-03-20 09:52:48,9.88,13598.2,Resolved
663,543,Hardware,2025-01-09,2025-01-10 22:13:48,46.23,14667.73,Resolved
664,548,Software,2023-06-04,2023-06-04 23:30:00,23.5,9663.19,Resolved
665,549,Cooling System,2025-04-16,2025-04-18 15:55:12,63.92,9046.06,Resolved
666,550,Power Supply,2025-06-18,2025-06-19 10:13:48,34.23,8127.39,Resolved
667,550,Cooling System,2023-12-12,2023-12-13 04:22:12,28.37,1867.64,Resolved
668,550,Software,2023-06-30,2023-07-02 01:11:24,49.19,5167.7,Resolved
669,551,Software,2025-06-06,2025-06-08 21:43:12,69.72,10080.8,Resolved
670,552,Hardware,2025-05-19,2025-05-21 15:12:36,63.21,3926.74,Resolved
671,552,Hardware,2025-03-24,2025-03-25 13:21:00,37.35,10881.4,Resolved
672,554,Connector,2025-09-29,2025-10-01 02:40:12,50.67,5507.92,Resolved
673,555,Software,2025-06-05,2025-06-06 17:37:48,41.63,4261.89,Resolved
674,555,Software,2025-03-06,2025-03-07 11:12:00,35.2,768.67,Resolved
675,556,Connector,2023-11-21,2023-11-23 08:26:24,56.44,3818.41,Resolved
676,556,Software,2025-07-12,2025-07-13 23:42:36,47.71,13802.59,Resolved
677,556,Cooling System,2023-11-20,2023-11-21 20:07:12,44.12,8793.34,Resolved
678,557,Connector,2025-11-11,2025-11-12 00:43:12,24.72,1766.02,Resolved
679,558,Power Supply,2025-11-27,2025-11-27 17:17:24,17.29,12047.23,Resolved
680,558,Software,2023-08-26,2023-08-27 09:16:12,33.27,14166.88,Resolved
681,558,Hardware,2024-07-13,2024-07-14 10:25:48,34.43,13781.48,Resolved
682,559,Hardware,2025-05-22,2025-05-22 22:33:00,22.55,12539.96,Resolved
683,561,Power Supply,2024-06-08,2024-06-08 18:43:12,18.72,3753.75,Resolved
684,564,Hardware,2024-03-18,2024-03-20 06:39:00,54.65,14371.98,Resolved
685,564,Hardware,2025-11-11,2025-11-11 06:34:48,6.58,2772.01,Resolved
686,565,Power Supply,2023-11-05,2023-11-07 07:04:48,55.08,876.31,Resolved
687,565,Connector,2024-12-01,2024-12-01 05:14:24,5.24,13045.15,Resolved
688,566,Cooling System,2024-07-27,2024-07-28 20:54:36,44.91,1034.73,Resolved
689,566,Power Supply,2023-07-20,2023-07-20 11:01:12,11.02,7401.1,Resolved
690,569,Cooling System,2025-06-04,2025-06-04 02:37:12,2.62,5616.19,Resolved
691,571,Connector,2025-08-09,2025-08-09 15:21:00,15.35,8173.13,Resolved
692,572,Software,2023-07-06,2023-07-07 05:02:24,29.04,9442.72,Resolved
693,572,Cooling System,2024-07-30,2024-08-01 19:40:12,67.67,3318.21,Resolved
694,573,Cooling System,2024-04-19,2024-04-19 10:16:48,10.28,14522.49,Resolved
695,573,Connector,2025-12-28,2025-12-28 04:23:24,4.39,14886.38,Resolved
696,574,Power Supply,2024-09-23,2024-09-25 15:24:00,63.4,2835.97,Resolved
697,574,Software,2023-12-19,2023-12-21 19:45:36,67.76,4883.08,Resolved
698,575,Software,2025-03-25,2025-03-25 22:30:00,22.5,5654.0,Resolved
699,576,Hardware,2024-10-26,2024-10-27 08:21:00,32.35,10550.07,Resolved
700,576,Software,2023-02-01,2023-02-01 15:38:24,15.64,13422.13,Resolved
701,578,Connector,2023-11-20,2023-11-21 01:39:00,25.65,6701.63,Resolved
702,581,Power Supply,2023-01-11,2023-01-12 01:47:24,25.79,2028.44,Resolved
703,582,Software,2023-06-14,2023-06-14 20:49:12,20.82,13456.69,Resolved
704,584,Software,2025-08-24,2025-08-25 08:57:36,32.96,14735.69,Resolved
705,584,Hardware,2023-04-24,2023-04-26 15:55:48,63.93,9683.6,Resolved
706,584,Hardware,2023-12-28,2023-12-28 15:07:48,15.13,7759.43,Resolved
707,585,Cooling System,2025-11-06,2025-11-07 02:04:12,26.07,3552.91,Resolved
708,586,Power Supply,2023-03-23,2023-03-24 16:25:48,40.43,12723.49,Resolved
709,586,Hardware,2023-05-12,2023-05-13 20:40:12,44.67,10625.12,Resolved
710,588,Power Supply,2024-03-19,2024-03-20 13:56:24,37.94,5338.19,Resolved
711,588,Hardware,2024-05-23,2024-05-24 19:02:24,43.04,11406.32,Resolved
712,590,Power Supply,2024-12-27,2024-12-28 19:38:24,43.64,873.41,Resolved
713,590,Software,2023-03-20,2023-03-20 07:36:00,7.6,2300.64,Resolved
714,590,Cooling System,2023-03-20,2023-03-20 06:39:00,6.65,9475.8,Resolved
715,594,Software,2024-09-03,2024-09-04 05:54:36,29.91,7400.07,Resolved
716,594,Power Supply,2024-07-24,2024-07-24 09:31:48,9.53,2449.13,Resolved
717,598,Cooling System,2025-06-20,2025-06-20 16:35:24,16.59,2034.02,Resolved
718,598,Software,2025-06-13,2025-06-14 19:43:48,43.73,14193.51,Resolved
719,599,Software,2023-08-26,2023-08-28 17:00:00,65.0,2953.48,Resolved
720,600,Power Supply,2024-09-02,2024-09-02 20:02:24,20.04,1657.31,Resolved
721,600,Software,2023-07-17,2023-07-19 19:57:36,67.96,5983.35,Resolved
722,601,Cooling System,2025-11-25,2025-11-26 10:03:00,34.05,693.54,Resolved
723,604,Connector,2025-04-25,2025-04-25 10:45:00,10.75,14944.41,Resolved
724,604,Cooling System,2025-02-21,2025-02-22 14:06:00,38.1,5734.2,Resolved
725,606,Connector,2023-01-04,2023-01-05 03:39:00,27.65,1109.32,Resolved
726,606,Software,2023-04-02,2023-04-03 23:32:24,47.54,4005.65,Resolved
727,606,Cooling System,2025-02-01,2025-02-01 03:27:36,3.46,3975.36,Resolved
728,606,Power Supply,2023-03-26,2023-03-28 02:23:24,50.39,7552.78,Resolved
729,607,Power Supply,2024-09-17,2024-09-18 15:51:36,39.86,7704.81,Resolved
730,607,Power Supply,2025-06-28,2025-06-30 03:01:12,51.02,8824.85,Resolved
731,608,Cooling System,2025-10-28,2025-10-29 09:33:00,33.55,6392.0,Resolved
732,612,Cooling System,2024-06-11,2024-06-12 03:09:00,27.15,14880.51,Resolved
733,614,Cooling System,2023-05-05,2023-05-07 19:04:12,67.07,4753.8,Resolved
734,614,Hardware,2023-11-02,2023-11-03 01:41:24,25.69,10976.9,Resolved
735,616,Connector,2025-06-16,2025-06-16 23:46:12,23.77,11075.57,Resolved
736,616,Software,2024-05-27,2024-05-27 23:42:00,23.7,11272.81,Resolved
737,617,Connector,2025-08-27,2025-08-27 03:38:24,3.64,12413.22,Resolved
738,618,Connector,2023-09-03,2023-09-03 23:26:24,23.44,1413.79,Resolved
739,621,Connector,2024-01-09,2024-01-09 21:20:24,21.34,14737.33,Resolved
740,622,Cooling System,2025-02-04,2025-02-05 10:37:48,34.63,5571.71,Resolved
741,622,Power Supply,2023-06-16,2023-06-16 20:25:48,20.43,7981.73,Resolved
742,625,Power Supply,2023-05-22,2023-05-23 19:57:00,43.95,14394.95,Resolved
743,626,Software,2024-02-24,2024-02-26 01:07:48,49.13,5952.93,Resolved
744,628,Power Supply,2025-02-18,2025-02-20 11:22:48,59.38,901.26,Resolved
745,629,Software,2023-02-20,2023-02-21 12:12:00,36.2,14720.62,Resolved
746,629,Hardware,2025-12-29,2025-12-29 07:06:36,7.11,8360.11,Resolved
747,630,Power Supply,2025-11-30,2025-11-30 22:03:00,22.05,2517.23,Resolved
748,631,Hardware,2025-04-02,2025-04-02 09:06:00,9.1,13447.06,Resolved
749,631,Hardware,2024-11-27,2024-11-28 08:36:00,32.6,12883.79,Resolved
750,631,Hardware,2023-12-01,2023-12-01 09:22:12,9.37,6013.64,Resolved
751,632,Power Supply,2025-03-22,2025-03-22 03:10:12,3.17,2954.67,Resolved
752,636,Cooling System,2025-11-05,2025-11-07 10:04:12,58.07,4190.84,Resolved
753,638,Cooling System,2023-10-22,2023-10-24 17:46:48,65.78,13589.49,Resolved
754,641,Software,2024-06-16,2024-06-18 13:43:12,61.72,6284.59,Resolved
755,642,Software,2023-04-13,2023-04-14 09:27:00,33.45,14621.23,Resolved
756,642,Power Supply,2023-05-24,2023-05-26 02:28:12,50.47,12001.57,Resolved
757,643,Hardware,2025-09-09,2025-09-09 02:10:12,2.17,1413.19,Resolved
758,644,Cooling System,2025-10-17,2025-10-18 23:34:12,47.57,3699.51,Resolved
759,645,Hardware,2025-06-29,2025-06-30 04:07:48,28.13,6031.02,Resolved
760,648,Software,2023-09-10,2023-09-12 03:00:00,51.0,8651.83,Resolved
761,649,Connector,2023-06-18,2023-06-18 12:10:12,12.17,14181.75,Resolved
762,649,Power Supply,2023-06-12,2023-06-14 07:37:48,55.63,4639.87,Resolved
763,649,Connector,2024-12-22,2024-12-23 05:00:00,29.0,12398.63,Resolved
764,650,Software,2025-08-04,2025-08-06 09:49:48,57.83,2601.95,Resolved
765,650,Power Supply,2025-12-23,2025-12-23 20:42:00,20.7,12383.81,Resolved
766,652,Cooling System,2024-06-27,2024-06-29 20:36:36,68.61,3056.32,Resolved
767,652,Hardware,2024-08-17,2024-08-19 08:57:36,56.96,2778.19,Resolved
768,652,Connector,2024-06-11,2024-06-12 12:51:00,36.85,3208.96,Resolved
769,653,Connector,2023-01-03,2023-01-03 14:28:12,14.47,11460.33,Resolved
770,653,Cooling System,2025-06-21,2025-06-23 10:33:00,58.55,4380.76,Resolved
771,653,Cooling System,2023-11-26,2023-11-28 18:40:12,66.67,10461.91,Resolved
772,655,Connector,2024-03-04,2024-03-05 19:48:36,43.81,2975.14,Resolved
773,656,Power Supply,2025-02-05,2025-02-05 21:56:24,21.94,4588.43,Resolved
774,656,Power Supply,2024-01-23,2024-01-24 03:10:12,27.17,10807.83,Resolved
775,657,Power Supply,2024-11-14,2024-11-15 02:22:48,26.38,6612.15,Resolved
776,658,Power Supply,2025-11-13,2025-11-13 06:13:48,6.23,14584.04,Resolved
777,658,Power Supply,2023-12-09,2023-12-11 04:30:00,52.5,4834.23,Resolved
778,659,Connector,2024-08-07,2024-08-07 03:48:00,3.8,4176.27,Resolved
779,660,Cooling System,2025-03-31,2025-03-31 23:19:48,23.33,4539.97,Resolved
780,660,Connector,2023-03-09,2023-03-10 19:10:12,43.17,12076.72,Resolved
781,661,Power Supply,2025-11-02,2025-11-03 16:49:48,40.83,12884.73,Resolved
782,661,Connector,2024-09-28,2024-09-30 04:54:00,52.9,3889.62,Resolved
783,661,Connector,2025-07-30,2025-07-30 12:53:24,12.89,5758.25,Resolved
784,662,Software,2025-08-04,2025-08-05 20:09:36,44.16,1035.46,Resolved
785,662,Connector,2023-06-29,2023-06-29 03:31:12,3.52,11519.79,Resolved
786,662,Cooling System,2024-05-25,2024-05-25 20:52:12,20.87,11326.53,Resolved
787,663,Hardware,2023-02-26,2023-02-27 13:47:24,37.79,6089.06,Resolved
788,664,Connector,2023-11-16,2023-11-18 23:34:48,71.58,6390.11,Resolved
789,665,Cooling System,2025-03-01,2025-03-02 14:15:36,38.26,5088.43,Resolved
790,665,Software,2024-10-13,2024-10-14 01:13:48,25.23,11253.65,Resolved
791,666,Connector,2024-01-25,2024-01-25 23:39:36,23.66,9201.83,Resolved
792,667,Power Supply,2023-09-06,2023-09-06 14:55:48,14.93,4702.37,Resolved
793,667,Software,2024-03-20,2024-03-21 12:42:00,36.7,9109.15,Resolved
794,668,Power Supply,2024-12-30,2025-01-01 14:24:00,62.4,10970.96,Resolved
795,668,Connector,2025-12-06,2025-12-07 23:07:48,47.13,14011.89,Resolved
796,670,Cooling System,2023-01-16,2023-01-16 03:07:48,3.13,12685.79,Resolved
797,670,Power Supply,2024-07-16,2024-07-16 08:16:12,8.27,9438.37,Resolved
798,670,Cooling System,2025-02-16,2025-02-17 12:12:00,36.2,765.74,Resolved
799,671,Connector,2023-10-17,2023-10-19 03:58:12,51.97,13111.58,Resolved
800,671,Hardware,2025-05-23,2025-05-23 19:36:36,19.61,6769.89,Resolved
801,671,Hardware,2023-12-31,2024-01-01 11:17:24,35.29,8018.92,Resolved
802,672,Cooling System,2025-06-15,2025-06-17 22:35:24,70.59,6819.93,Resolved
803,672,Connector,2024-02-19,2024-02-19 03:09:00,3.15,7464.8,Resolved
804,672,Power Supply,2023-08-14,2023-08-15 16:42:36,40.71,2531.29,Resolved
805,673,Cooling System,2025-12-08,2025-12-09 22:47:24,46.79,5545.16,Resolved
806,674,Connector,2024-02-08,2024-02-09 04:51:36,28.86,11579.74,Resolved
807,674,Hardware,2024-08-13,2024-08-15 23:26:24,71.44,12899.09,Resolved
808,674,Cooling System,2025-01-24,2025-01-26 13:01:12,61.02,9983.4,Resolved
809,675,Cooling System,2023-11-25,2023-11-27 10:21:36,58.36,5608.34,Resolved
810,675,Software,2025-10-11,2025-10-12 13:04:12,37.07,13395.04,Resolved
811,676,Connector,2023-08-15,2023-08-17 17:37:12,65.62,9773.69,Resolved
812,676,Cooling System,2024-01-23,2024-01-25 01:21:00,49.35,2194.61,Resolved
813,676,Hardware,2023-06-19,2023-06-19 14:01:48,14.03,4728.5,Resolved
814,677,Cooling System,2025-07-17,2025-07-18 08:33:36,32.56,11770.69,Resolved
815,680,Hardware,2025-09-23,2025-09-24 09:04:48,33.08,6650.1,Resolved
816,683,Software,2025-09-09,2025-09-10 04:07:12,28.12,4810.95,Resolved
817,683,Cooling System,2023-03-28,2023-03-29 07:03:00,31.05,6555.67,Resolved
818,684,Connector,2024-04-20,2024-04-22 00:29:24,48.49,6952.97,Resolved
819,685,Power Supply,2025-09-04,2025-09-04 07:11:24,7.19,5129.21,Resolved
820,686,Connector,2025-06-21,2025-06-22 00:26:24,24.44,8025.27,Resolved
821,687,Hardware,2025-11-14,2025-11-14 10:01:48,10.03,11846.62,Resolved
822,687,Power Supply,2023-06-14,2023-06-16 15:37:48,63.63,13640.77,Resolved
823,688,Hardware,2023-07-08,2023-07-08 13:59:24,13.99,12977.82,Resolved
824,689,Connector,2025-05-14,2025-05-15 04:39:00,28.65,5084.92,Resolved
825,689,Connector,2025-07-22,2025-07-22 14:31:48,14.53,7838.53,Resolved
826,689,Software,2025-09-10,2025-09-10 03:55:48,3.93,6798.01,Resolved
827,690,Software,2023-12-04,2023-12-06 11:58:12,59.97,5639.26,Resolved
828,692,Hardware,2024-11-30,2024-11-30 19:21:36,19.36,10046.77,Resolved
829,692,Cooling System,2023-04-11,2023-04-12 16:18:00,40.3,14367.83,Resolved
830,693,Connector,2024-07-13,2024-07-14 14:39:00,38.65,3051.03,Resolved
831,693,Power Supply,2025-09-30,2025-09-30 04:33:00,4.55,2680.53,Resolved
832,694,Power Supply,2024-09-15,2024-09-17 09:09:36,57.16,7257.11,Resolved
833,695,Cooling System,2024-10-22,2024-10-22 14:30:00,14.5,6654.48,Resolved
834,695,Software,2025-02-18,2025-02-18 07:03:00,7.05,7039.65,Resolved
835,696,Cooling System,2024-09-24,2024-09-25 14:22:48,38.38,8833.89,Resolved
836,697,Power Supply,2025-05-19,2025-05-20 21:54:36,45.91,11091.87,Resolved
837,697,Hardware,2024-11-02,2024-11-02 02:32:24,2.54,1665.23,Resolved
838,697,Software,2025-05-05,2025-05-07 21:48:00,69.8,3901.52,Resolved
839,698,Connector,2023-11-23,2023-11-24 18:34:12,42.57,1027.26,Resolved
840,698,Software,2023-11-21,2023-11-23 21:38:24,69.64,1770.52,Resolved
841,700,Connector,2025-05-10,2025-05-10 23:17:24,23.29,12537.87,Resolved
842,700,Hardware,2025-07-19,2025-07-20 01:51:00,25.85,1880.62,Resolved
843,700,Connector,2024-04-27,2024-04-28 09:01:12,33.02,9417.97,Resolved
844,700,Software,2025-01-19,2025-01-21 23:05:24,71.09,7262.67,Resolved
845,702,Power Supply,2025-01-09,2025-01-10 13:37:48,37.63,11910.97,Resolved
846,702,Cooling System,2023-12-11,2023-12-12 05:13:12,29.22,3927.15,Resolved
847,703,Software,2025-12-17,2025-12-17 22:06:00,22.1,14797.93,Resolved
848,704,Cooling System,2023-11-04,2023-11-05 12:49:12,36.82,8703.77,Resolved
849,704,Cooling System,2024-06-29,2024-07-01 18:52:48,66.88,14183.31,Resolved
850,704,Cooling System,2024-10-08,2024-10-09 12:25:12,36.42,3744.67,Resolved
851,704,Software,2024-02-12,2024-02-14 11:46:12,59.77,14239.16,Resolved
852,706,Connector,2024-03-12,2024-03-14 16:35:24,64.59,4202.62,Resolved
853,706,Power Supply,2024-01-16,2024-01-16 16:03:00,16.05,7240.3,Resolved
854,706,Connector,2025-06-20,2025-06-20 10:28:12,10.47,5587.26,Resolved
855,707,Software,2024-05-18,2024-05-19 13:06:36,37.11,13481.77,Resolved
856,707,Power Supply,2023-03-09,2023-03-10 02:01:48,26.03,12484.21,Resolved
857,707,Hardware,2023-11-25,2023-11-27 00:32:24,48.54,12128.39,Resolved
858,707,Power Supply,2024-06-08,2024-06-10 23:52:48,71.88,1639.52,Resolved
859,710,Software,2024-06-16,2024-06-18 18:09:36,66.16,647.64,Resolved
860,711,Software,2024-08-13,2024-08-13 02:59:24,2.99,8595.52,Resolved
861,711,Connector,2025-08-23,2025-08-25 18:40:12,66.67,3482.55,Resolved
862,713,Software,2025-09-19,2025-09-20 01:58:12,25.97,13282.56,Resolved
863,713,Hardware,2023-09-21,2023-09-21 16:36:00,16.6,12956.88,Resolved
864,714,Cooling System,2024-12-02,2024-12-03 05:58:12,29.97,6500.65,Resolved
865,716,Power Supply,2025-01-04,2025-01-04 05:07:48,5.13,7308.67,Resolved
866,718,Connector,2024-05-15,2024-05-15 14:17:24,14.29,9487.88,Resolved
867,719,Power Supply,2025-04-04,2025-04-05 08:59:24,32.99,6824.85,Resolved
868,720,Power Supply,2025-09-29,2025-09-29 02:24:36,2.41,5963.22,Resolved
869,720,Software,2025-05-22,2025-05-23 20:48:00,44.8,11881.59,Resolved
870,720,Power Supply,2024-05-17,2024-05-19 17:25:48,65.43,1629.61,Resolved
871,720,Software,2023-06-11,2023-06-12 05:24:36,29.41,1947.2,Resolved
872,721,Power Supply,2023-01-27,2023-01-29 18:17:24,66.29,2561.47,Resolved
873,721,Software,2024-04-05,2024-04-05 20:20:24,20.34,12928.73,Resolved
874,721,Cooling System,2023-04-21,2023-04-22 11:27:00,35.45,8013.0,Resolved
875,722,Connector,2025-09-22,2025-09-23 21:43:48,45.73,14041.93,Resolved
876,724,Power Supply,2024-06-07,2024-06-09 01:48:00,49.8,14180.67,Resolved
877,724,Hardware,2023-05-21,2023-05-22 05:29:24,29.49,11888.28,Resolved
878,724,Software,2024-12-16,2024-12-18 06:37:12,54.62,6211.7,Resolved
879,724,Connector,2023-05-22,2023-05-24 01:50:24,49.84,7085.66,Resolved
880,725,Software,2023-09-08,2023-09-09 04:22:48,28.38,11044.99,Resolved
881,726,Connector,2024-08-22,2024-08-24 21:59:24,69.99,8235.03,Resolved
882,727,Power Supply,2023-01-01,2023-01-03 04:19:12,52.32,10067.64,Resolved
883,727,Connector,2024-10-16,2024-10-18 23:09:36,71.16,7646.44,Resolved
884,728,Connector,2024-11-25,2024-11-25 12:07:12,12.12,7959.46,Resolved
885,729,Hardware,2025-06-08,2025-06-10 00:30:36,48.51,14363.35,Resolved
886,729,Power Supply,2024-08-03,2024-08-03 16:49:12,16.82,860.4,Resolved
887,729,Software,2024-02-27,2024-02-28 22:29:24,46.49,11808.42,Resolved
888,730,Connector,2023-10-02,2023-10-03 16:44:24,40.74,10200.33,Resolved
889,731,Cooling System,2023-11-08,2023-11-08 22:40:12,22.67,14168.79,Resolved
890,731,Power Supply,2024-06-17,2024-06-19 22:44:24,70.74,7855.39,Resolved
891,731,Software,2024-05-30,2024-06-01 08:12:00,56.2,10765.82,Resolved
892,733,Power Supply,2025-03-27,2025-03-28 13:07:12,37.12,10015.7,Resolved
893,733,Cooling System,2023-06-01,2023-06-01 17:07:12,17.12,3379.98,Resolved
894,733,Hardware,2023-10-06,2023-10-07 08:19:12,32.32,9143.75,Resolved
895,733,Cooling System,2023-10-14,2023-10-15 19:21:36,43.36,2766.76,Resolved
896,734,Connector,2025-08-13,2025-08-14 11:42:36,35.71,2926.52,Resolved
897,734,Software,2023-04-13,2023-04-14 12:45:36,36.76,12145.22,Resolved
898,734,Software,2024-05-05,2024-05-05 04:13:48,4.23,11662.51,Resolved
899,734,Cooling System,2023-12-08,2023-12-09 05:30:00,29.5,1648.06,Resolved
900,735,Software,2025-11-03,2025-11-05 19:07:48,67.13,12641.66,Resolved
901,735,Hardware,2024-10-20,2024-10-20 05:46:48,5.78,5838.01,Resolved
902,737,Power Supply,2023-10-17,2023-10-19 08:38:24,56.64,10122.29,Resolved
903,737,Hardware,2023-08-12,2023-08-13 17:24:36,41.41,11187.35,Resolved
904,737,Hardware,2024-07-14,2024-07-15 21:06:00,45.1,6851.91,Resolved
905,739,Software,2025-03-09,2025-03-09 14:54:36,14.91,2177.57,Resolved
906,739,Connector,2023-08-11,2023-08-13 17:06:00,65.1,598.59,Resolved
907,740,Software,2025-08-20,2025-08-20 12:53:24,12.89,3978.96,Resolved
908,740,Software,2023-12-14,2023-12-15 10:40:12,34.67,6588.55,Resolved
909,740,Connector,2023-09-05,2023-09-05 11:24:00,11.4,554.37,Resolved
910,741,Connector,2025-07-05,2025-07-05 02:40:48,2.68,14997.23,Resolved
911,741,Hardware,2023-12-23,2023-12-24 15:37:12,39.62,2026.27,Resolved
912,743,Connector,2024-12-26,2024-12-26 09:12:36,9.21,6361.1,Resolved
913,746,Connector,2025-04-09,2025-04-10 11:19:48,35.33,5694.62,Resolved
914,747,Hardware,2024-12-07,2024-12-08 03:51:00,27.85,9701.25,Resolved
915,747,Software,2024-10-17,2024-10-19 19:31:12,67.52,4146.64,Resolved
916,747,Cooling System,2023-12-18,2023-12-20 15:52:48,63.88,14052.26,Resolved
917,747,Software,2025-09-30,2025-10-01 15:45:36,39.76,7371.48,Resolved
918,749,Cooling System,2024-04-21,2024-04-22 07:43:12,31.72,10725.88,Resolved
919,749,Software,2023-01-21,2023-01-22 01:13:12,25.22,14243.42,Resolved
920,751,Connector,2024-11-16,2024-11-16 07:00:36,7.01,12571.29,Resolved
921,751,Hardware,2023-04-06,2023-04-07 18:50:24,42.84,5888.11,Resolved
922,752,Hardware,2025-07-30,2025-07-31 03:59:24,27.99,3710.66,Resolved
923,752,Connector,2023-08-30,2023-08-31 07:52:48,31.88,12329.63,Resolved
924,755,Connector,2024-04-11,2024-04-12 17:39:00,41.65,11805.08,Resolved
925,756,Cooling System,2024-04-05,2024-04-06 15:30:36,39.51,530.78,Resolved
926,757,Connector,2023-01-04,2023-01-06 12:10:12,60.17,14115.93,Resolved
927,758,Cooling System,2023-06-13,2023-06-14 01:26:24,25.44,11128.41,Resolved
928,760,Cooling System,2023-02-23,2023-02-25 02:55:12,50.92,4505.86,Resolved
929,761,Power Supply,2024-01-01,2024-01-01 23:04:48,23.08,4866.56,Resolved
930,761,Software,2024-07-23,2024-07-25 21:15:00,69.25,5443.26,Resolved
931,762,Connector,2023-11-13,2023-11-14 04:10:12,28.17,6781.46,Resolved
932,763,Power Supply,2025-07-12,2025-07-14 04:26:24,52.44,13020.55,Resolved
933,764,Software,2024-10-30,2024-10-31 19:54:00,43.9,10708.03,Resolved
934,764,Software,2024-02-08,2024-02-08 09:58:12,9.97,5357.67,Resolved
935,765,Cooling System,2023-06-11,2023-06-11 19:47:24,19.79,3966.36,Resolved
936,766,Hardware,2023-06-14,2023-06-15 00:31:48,24.53,10124.16,Resolved
937,766,Power Supply,2023-11-01,2023-11-03 04:24:36,52.41,7478.83,Resolved
938,766,Power Supply,2023-05-31,2023-06-01 23:36:36,47.61,12975.59,Resolved
939,767,Software,2023-03-18,2023-03-18 02:25:48,2.43,10235.95,Resolved
940,767,Software,2024-10-23,2024-10-24 00:15:00,24.25,5188.18,Resolved
941,767,Connector,2023-01-29,2023-01-31 15:40:48,63.68,9526.73,Resolved
942,767,Cooling System,2025-03-08,2025-03-10 03:23:24,51.39,4512.56,Resolved
943,768,Cooling System,2023-12-03,2023-12-03 16:31:12,16.52,8064.5,Resolved
944,768,Power Supply,2023-05-30,2023-05-31 23:13:12,47.22,1739.44,Resolved
945,769,Hardware,2023-04-24,2023-04-24 11:16:48,11.28,4797.29,Resolved
946,769,Connector,2024-07-07,2024-07-09 22:51:36,70.86,744.38,Resolved
947,769,Hardware,2025-11-05,2025-11-07 03:48:36,51.81,3620.05,Resolved
948,771,Hardware,2023-11-05,2023-11-06 21:15:36,45.26,3999.08,Resolved
949,771,Hardware,2025-08-06,2025-08-08 18:19:48,66.33,4392.68,Resolved
950,772,Cooling System,2023-11-26,2023-11-26 17:44:24,17.74,6329.7,Resolved
951,772,Software,2025-04-22,2025-04-22 21:15:00,21.25,5480.87,Resolved
952,773,Connector,2023-10-26,2023-10-26 13:34:48,13.58,8417.12,Resolved
953,773,Hardware,2025-11-11,2025-11-13 05:25:48,53.43,5419.01,Resolved
954,774,Connector,2025-03-07,2025-03-07 15:15:36,15.26,14940.27,Resolved
955,775,Cooling System,2025-10-17,2025-10-19 16:28:12,64.47,13398.56,Resolved
956,775,Cooling System,2024-09-16,2024-09-17 00:22:12,24.37,10512.62,Resolved
957,775,Software,2024-05-11,2024-05-13 20:34:12,68.57,11399.06,Resolved
958,780,Connector,2024-07-23,2024-07-25 13:27:36,61.46,12914.04,Resolved
959,780,Power Supply,2024-01-09,2024-01-11 14:51:36,62.86,11713.63,Resolved
960,781,Hardware,2024-10-10,2024-10-11 03:24:36,27.41,8387.02,Resolved
961,781,Cooling System,2023-02-27,2023-02-27 03:34:48,3.58,2092.71,Resolved
962,782,Hardware,2023-01-08,2023-01-09 15:21:00,39.35,7254.46,Resolved
963,782,Connector,2025-06-19,2025-06-20 04:06:36,28.11,10716.84,Resolved
964,782,Power Supply,2025-03-05,2025-03-06 06:52:12,30.87,4364.86,Resolved
965,783,Power Supply,2023-03-01,2023-03-03 16:23:24,64.39,597.03,Resolved
966,783,Power Supply,2024-05-14,2024-05-14 03:30:36,3.51,5030.2,Resolved
967,785,Hardware,2023-06-30,2023-07-01 03:17:24,27.29,11608.66,Resolved
968,785,Power Supply,2025-10-17,2025-10-18 10:51:00,34.85,3086.15,Resolved
969,787,Power Supply,2025-12-26,2025-12-27 23:36:00,47.6,14499.75,Resolved
970,791,Connector,2024-12-22,2024-12-24 15:01:48,63.03,3917.71,Resolved
971,791,Cooling System,2025-03-31,2025-03-31 23:28:48,23.48,6539.21,Resolved
972,791,Power Supply,2025-04-30,2025-05-01 10:22:12,34.37,11420.19,Resolved
973,791,Power Supply,2023-09-15,2023-09-17 05:04:48,53.08,12734.01,Resolved
974,793,Software,2023-11-28,2023-11-30 04:51:00,52.85,3154.8,Resolved
975,794,Hardware,2023-03-11,2023-03-12 20:50:24,44.84,13891.23,Resolved
976,794,Connector,2023-03-25,2023-03-25 05:09:00,5.15,12785.47,Resolved
977,795,Software,2025-09-19,2025-09-21 21:47:24,69.79,13440.34,Resolved
