subscription_id,customer_id,plan_name,start_date,end_date,monthly_fee,status
4954,10657,Basic,2022-10-14,2023-06-13,199,Expired
4955,9110,Premium,2023-02-07,2023-08-28,499,Expired
4956,677,Basic,2022-06-09,2023-05-08,199,Expired
4957,14382,Basic,2022-06-20,2023-11-20,199,Expired
4958,12420,Fleet,2022-08-13,2023-01-31,999,Expired
4959,9863,Premium,2023-03-08,2024-04-03,499,Expired
4960,783,Basic,2022-06-22,2023-02-04,199,Expired
4961,13257,Basic,2023-04-16,2024-09-19,199,Expired
4962,6299,Premium,2022-09-06,2023-05-01,499,Expired
4963,6063,Fleet,2022-12-17,2023-11-30,999,Expired
4964,1797,Basic,2023-05-07,2024-08-08,199,Expired
4965,13557,Basic,2022-09-01,2023-05-26,199,Expired
4966,5220,Fleet,2022-10-20,2023-04-06,999,Expired
4967,9681,Premium,2022-12-11,2023-12-11,499,Expired
4968,11737,Premium,2022-03-01,2022-06-18,499,Expired
4969,15698,Premium,2022-12-11,2023-09-21,499,Cancelled
4970,13682,Basic,2023-02-04,2023-12-14,199,Cancelled
4971,15551,Premium,2023-01-14,2023-12-26,499,Expired
4972,17793,Premium,2022-10-06,2023-03-26,499,Cancelled
4973,3167,Premium,2022-11-16,2023-08-04,499,Cancelled
4974,4062,Basic,2022-01-31,2023-02-02,199,Expired
4975,9419,Fleet,2022-03-19,2023-03-18,999,Expired
4976,10005,Premium,2022-09-16,2023-09-22,499,Expired
4977,7031,Fleet,2023-03-16,2025-02-21,999,Cancelled
4978,10185,Basic,2023-01-04,2024-07-28,199,Expired
4979,2837,Basic,2022-03-27,2024-02-21,199,Expired
4980,19706,Basic,2022-10-02,2023-09-24,199,Expired
4981,7307,Basic,2022-10-14,2024-04-29,199,Cancelled
4982,1956,Basic,2023-03-26,2024-09-13,199,Expired
4983,13697,Premium,2022-11-05,2024-09-24,499,Expired
4984,16521,Premium,2022-10-02,2023-07-21,499,Expired
4985,14373,Premium,2022-08-21,2022-12-28,499,Expired
4986,13730,Premium,2022-06-21,2022-10-13,499,Expired
4987,13174,Premium,2022-08-27,2024-06-01,499,Expired
4988,19099,Premium,2022-07-23,2024-07-21,499,Expired
4989,9813,Basic,2023-01-31,2023-06-14,199,Expired
4990,534,Premium,2022-10-01,2024-02-03,499,Expired
4991,13648,Premium,2022-05-09,2023-03-13,499,Expired
4992,470,Basic,2022-05-19,2022-11-07,199,Expired
4993,18937,Basic,2022-07-13,2023-12-23,199,Expired
4994,9490,Basic,2022-06-24,2024-03-02,199,Expired
4995,5917,Premium,2022-01-28,2023-06-23,499,Cancelled
4996,3762,Fleet,2023-02-14,2024-02-11,999,Expired
4997,5479,Basic,2022-07-30,2023-08-30,199,Cancelled
4998,5806,Basic,2022-08-28,2024-07-14,199,Expired
4999,10085,Fleet,2022-07-26,2023-04-12,999,Expired
5000,13495,Fleet,2023-02-06,2023-07-26,999,Cancelled
5001,5515,Basic,2022-11-04,2023-11-17,199,Expired
5002,1267,Basic,2022-03-26,2022-08-15,199,Expired
5003,5865,Premium,2023-02-07,2024-11-06,499,Expired
5004,15866,Basic,2022-04-03,2023-02-10,199,Expired
5005,12893,Basic,2022-08-22,2024-06-13,199,Expired
5006,5743,Basic,2022-08-08,2023-08-19,199,Cancelled
5007,13654,Basic,2022-12-13,2024-05-12,199,Expired
5008,3781,Premium,2022-11-08,2024-06-05,499,Expired
5009,12575,Fleet,2022-07-11,2023-03-04,999,Expired
5010,15734,Premium,2023-02-10,2025-02-02,499,Expired
5011,8986,Basic,2022-02-05,2023-11-15,199,Expired
5012,14536,Basic,2022-01-03,2023-12-02,199,Expired
5013,14108,Basic,2022-08-23,2023-11-05,199,Expired
5014,10207,Premium,2023-04-14,2024-09-16,499,Cancelled
5015,19973,Premium,2023-03-30,2023-12-15,499,Cancelled
5016,11812,Basic,2022-09-22,2023-08-12,199,Expired
5017,1567,Basic,2023-03-01,2023-07-07,199,Expired
5018,11277,Basic,2023-01-15,2024-07-30,199,Expired
5019,7753,Premium,2022-11-28,2024-10-05,499,Expired
5020,5858,Basic,2022-10-28,2024-10-27,199,Expired
5021,4515,Fleet,2022-03-19,2023-01-11,999,Expired
5022,7656,Basic,2022-04-08,2023-10-10,199,Cancelled
5023,12026,Basic,2022-07-10,2023-09-30,199,Cancelled
5024,5909,Basic,2022-10-08,2023-12-31,199,Expired
5025,19145,Premium,2022-06-24,2024-01-31,499,Expired
5026,1545,Premium,2022-10-31,2023-07-05,499,Expired
5027,11417,Premium,2022-06-04,2023-03-15,499,Expired
5028,8846,Premium,2022-12-01,2024-11-12,499,Expired
5029,2605,Premium,2022-10-06,2024-09-02,499,Expired
5030,9151,Basic,2022-07-14,2022-12-19,199,Expired
5031,15641,Fleet,2022-09-06,2023-12-04,999,Cancelled
5032,14657,Premium,2022-05-19,2022-12-15,499,Expired
5033,5765,Fleet,2022-06-12,2023-04-22,999,Cancelled
5034,1282,Basic,2023-03-15,2024-11-20,199,Expired
5035,16005,Premium,2022-04-02,2023-07-31,499,Expired
5036,7776,Basic,2022-09-01,2023-06-14,199,Expired
5037,8890,Premium,2022-07-19,2023-04-19,499,Expired
5038,2472,Basic,2022-12-18,2024-03-30,199,Expired
5039,19305,Fleet,2023-01-24,2023-05-25,999,Expired
5040,13815,Fleet,2022-08-16,2022-11-26,999,Cancelled
5041,18814,Basic,2022-06-23,2023-01-19,199,Expired
5042,13228,Basic,2022-10-09,2024-03-18,199,Expired
5043,17291,Basic,2023-01-26,2025-01-09,199,Expired
5044,17043,Basic,2022-06-08,2022-11-09,199,Expired
5045,6182,Premium,2022-09-18,2023-08-30,499,Expired
5046,19726,Basic,2022-04-18,2024-02-07,199,Expired
5047,11776,Basic,2023-02-17,2025-01-24,199,Expired
5048,6330,Fleet,2023-01-27,2023-08-28,999,Cancelled
5049,4127,Basic,2023-06-06,2024-11-10,199,Expired
5050,14852,Basic,2022-06-04,2022-12-28,199,Expired
5051,17191,Premium,2023-01-24,2024-12-28,499,Expired
5052,3600,Basic,2022-10-15,2023-03-10,199,Expired
5053,5513,Fleet,2022-08-19,2022-11-21,999,Expired
5054,14165,Basic,2022-12-16,2024-01-21,199,Cancelled
5055,9692,Basic,2022-10-28,2023-02-11,199,Expired
5056,4295,Fleet,2022-03-20,2023-11-27,999,Cancelled
5057,14222,Basic,2022-09-04,2023-06-17,199,Expired
5058,5944,Basic,2023-04-29,2023-12-08,199,Expired
5059,11122,Basic,2022-06-16,2024-05-29,199,Expired
5060,4094,Basic,2022-07-31,2024-07-28,199,Expired
5061,18903,Basic,2022-11-10,2023-03-15,199,Expired
5062,16417,Basic,2022-10-17,2023-10-30,199,Expired
5063,9623,Premium,2022-09-02,2024-04-14,499,Expired
5064,19238,Basic,2022-08-27,2023-12-26,199,Expired
5065,3403,Basic,2022-04-18,2024-04-13,199,Expired
5066,19248,Basic,2023-05-20,2024-05-06,199,Expired
5067,7795,Basic,2022-10-23,2023-03-04,199,Expired
5068,18835,Basic,2022-06-10,2023-06-14,199,Expired
5069,13022,Basic,2022-10-03,2023-09-16,199,Expired
5070,7915,Premium,2022-02-28,2023-11-26,499,Expired
5071,10229,Premium,2022-12-21,2024-04-26,499,Expired
5072,8394,Premium,2023-04-17,2024-09-30,499,Cancelled
5073,6400,Basic,2023-02-17,2024-08-11,199,Expired
5074,16857,Basic,2022-07-12,2023-02-03,199,Cancelled
5075,17611,Basic,2022-09-16,2024-06-05,199,Cancelled
5076,13127,Premium,2022-11-07,2023-08-14,499,Expired
5077,5755,Premium,2022-10-25,2023-06-11,499,Expired
5078,15861,Premium,2022-11-08,2023-12-23,499,Cancelled
5079,3987,Premium,2022-11-14,2024-01-07,499,Expired
5080,7640,Basic,2022-08-12,2023-11-24,199,Cancelled
5081,17735,Basic,2022-11-10,2024-03-09,199,Expired
5082,11894,Premium,2022-02-09,2023-05-11,499,Expired
5083,3825,Basic,2023-04-25,2023-07-27,199,Expired
5084,18902,Premium,2023-03-19,2025-01-28,499,Expired
5085,7871,Basic,2022-08-20,2022-12-18,199,Cancelled
5086,18269,Basic,2023-01-09,2023-11-20,199,Expired
5087,19108,Basic,2022-10-24,2023-04-30,199,Expired
5088,18984,Basic,2022-07-10,2024-01-26,199,Expired
5089,158,Basic,2022-08-02,2024-06-07,199,Expired
5090,11843,Basic,2022-07-31,2024-04-06,199,Expired
5091,189,Premium,2022-12-14,2024-12-01,499,Expired
5092,3578,Premium,2023-01-06,2024-10-16,499,Expired
5093,2494,Basic,2022-03-09,2022-06-16,199,Cancelled
5094,11377,Basic,2023-01-15,2024-07-03,199,Expired
5095,14982,Basic,2022-08-02,2023-11-02,199,Expired
5096,6109,Basic,2022-04-27,2022-09-14,199,Expired
5097,10865,Premium,2022-09-03,2022-12-28,499,Cancelled
5098,8009,Basic,2022-12-12,2024-03-13,199,Expired
5099,17708,Premium,2022-06-19,2024-02-09,499,Cancelled
5100,19826,Fleet,2022-06-15,2024-04-26,999,Expired
5101,9150,Basic,2022-07-10,2024-04-27,199,Expired
5102,15242,Premium,2022-12-09,2024-05-01,499,Expired
5103,13672,Basic,2022-09-16,2024-01-08,199,Expired
5104,18705,Fleet,2022-05-29,2024-03-07,999,Expired
5105,18725,Basic,2022-07-18,2023-01-15,199,Expired
5106,3014,Basic,2022-08-17,2023-03-19,199,Expired
5107,10388,Fleet,2022-11-23,2023-11-09,999,Expired
5108,11107,Basic,2022-06-09,2023-04-11,199,Expired
5109,8444,Premium,2023-03-30,2024-03-18,499,Expired
5110,19323,Basic,2022-07-10,2023-05-20,199,Expired
5111,7886,Basic,2022-09-06,2023-04-20,199,Expired
5112,12977,Basic,2022-08-11,2023-12-15,199,Expired
5113,16729,Premium,2022-01-27,2022-08-25,499,Cancelled
5114,6106,Basic,2023-04-24,2024-04-11,199,Cancelled
5115,15613,Basic,2022-04-24,2024-02-17,199,Expired
5116,15627,Premium,2022-03-19,2023-10-28,499,Expired
5117,3640,Basic,2023-02-11,2024-06-27,199,Expired
5118,429,Basic,2022-05-01,2022-12-26,199,Expired
5119,13711,Basic,2022-08-10,2023-09-24,199,Expired
5120,19464,Basic,2022-07-26,2024-07-24,199,Expired
5121,15472,Basic,2022-02-26,2022-06-05,199,Expired
5122,14394,Basic,2022-09-29,2024-03-07,199,Expired
5123,14945,Basic,2022-07-23,2023-12-22,199,Cancelled
5124,9990,Basic,2022-10-25,2024-04-19,199,Expired
5125,11989,Basic,2022-11-02,2023-10-14,199,Expired
5126,9675,Premium,2022-12-14,2024-12-07,499,Expired
5127,2360,Premium,2023-03-13,2024-08-26,499,Expired
5128,674,Fleet,2022-05-19,2023-09-02,999,Cancelled
5129,13770,Basic,2022-04-17,2023-07-04,199,Expired
5130,9943,Basic,2022-07-20,2024-03-13,199,Expired
5131,13820,Basic,2022-11-20,2024-07-24,199,Expired
5132,9914,Basic,2022-04-11,2023-08-07,199,Expired
5133,6513,Basic,2022-06-07,2023-12-19,199,Expired
5134,2821,Premium,2023-05-18,2024-01-02,499,Expired
5135,19966,Basic,2022-02-20,2023-04-02,199,Expired
5136,14048,Premium,2022-07-15,2024-07-10,499,Expired
5137,2792,Basic,2022-10-27,2024-07-27,199,Expired
5138,16353,Premium,2023-03-04,2024-02-05,499,Expired
5139,9920,Basic,2022-03-24,2022-07-12,199,Expired
5140,19950,Basic,2022-05-06,2024-03-19,199,Expired
5141,15549,Basic,2022-07-12,2023-08-05,199,Expired
5142,1327,Premium,2022-12-22,2024-10-12,499,Expired
5143,13843,Premium,2023-02-19,2024-08-09,499,Expired
5144,10528,Premium,2022-06-13,2023-02-01,499,Cancelled
5145,8586,Basic,2022-09-16,2023-12-21,199,Expired
5146,916,Basic,2022-09-28,2023-01-01,199,Cancelled
5147,17982,Basic,2023-02-01,2024-08-03,199,Cancelled
5148,8779,Basic,2022-12-27,2023-09-28,199,Expired
5149,1651,Basic,2022-09-19,2023-11-28,199,Expired
5150,11623,Basic,2022-09-21,2023-04-27,199,Expired
5151,13101,Basic,2022-10-09,2023-01-10,199,Cancelled
5152,7604,Premium,2022-08-09,2024-03-10,499,Expired
5153,5223,Premium,2023-01-13,2024-05-09,499,Cancelled
5154,15645,Fleet,2022-09-12,2024-03-16,999,Expired
5155,436,Premium,2022-07-17,2024-02-07,499,Expired
5156,6690,Fleet,2023-01-13,2023-04-27,999,Expired
5157,17499,Basic,2023-03-02,2023-09-15,199,Expired
5158,14096,Basic,2022-02-28,2023-07-02,199,Expired
5159,13499,Premium,2022-08-27,2022-12-06,499,Expired
5160,18174,Premium,2022-07-15,2023-09-19,499,Cancelled
5161,2563,Basic,2022-06-15,2023-04-17,199,Expired
5162,18750,Premium,2022-04-24,2023-04-23,499,Expired
5163,19036,Basic,2022-10-23,2023-08-08,199,Expired
5164,3199,Fleet,2022-11-27,2023-09-11,999,Expired
5165,15017,Basic,2022-08-08,2023-04-08,199,Expired
5166,17077,Basic,2022-11-07,2023-10-30,199,Expired
5167,18981,Basic,2022-09-10,2023-11-02,199,Expired
5168,15890,Premium,2022-09-02,2023-03-31,499,Expired
5169,19989,Basic,2023-03-16,2024-05-08,199,Cancelled
5170,5663,Premium,2022-10-23,2024-08-10,499,Expired
5171,7628,Premium,2022-11-05,2023-06-11,499,Expired
5172,532,Basic,2023-03-12,2024-02-07,199,Expired
5173,19823,Basic,2022-06-22,2023-06-22,199,Expired
5174,17820,Premium,2023-01-04,2024-10-16,499,Expired
5175,6600,Fleet,2023-01-25,2024-01-15,999,Expired
5176,11132,Basic,2022-12-14,2023-12-06,199,Cancelled
5177,6316,Fleet,2022-10-07,2024-07-28,999,Expired
5178,12515,Basic,2022-05-26,2024-02-18,199,Expired
5179,16836,Basic,2023-02-05,2024-04-17,199,Expired
5180,13963,Premium,2023-01-28,2023-09-20,499,Expired
5181,15006,Basic,2022-02-09,2023-04-07,199,Expired
5182,15537,Basic,2023-02-23,2023-10-17,199,Expired
5183,11007,Premium,2022-08-13,2024-04-26,499,Expired
5184,5029,Premium,2022-05-13,2023-06-18,499,Cancelled
5185,281,Fleet,2022-12-31,2023-05-16,999,Expired
5186,11818,Basic,2023-03-18,2024-12-17,199,Expired
5187,5929,Basic,2022-10-15,2023-03-09,199,Expired
5188,7837,Premium,2022-03-26,2023-02-17,499,Expired
5189,18324,Basic,2022-12-08,2024-11-22,199,Expired
5190,18079,Fleet,2022-04-28,2023-06-04,999,Expired
5191,1644,Basic,2022-09-22,2023-01-31,199,Cancelled
5192,1890,Premium,2022-06-21,2023-08-19,499,Expired
5193,12682,Basic,2022-08-30,2023-03-20,199,Expired
5194,12135,Basic,2022-11-19,2024-01-03,199,Expired
5195,12590,Premium,2022-12-16,2024-10-16,499,Expired
5196,3595,Basic,2022-11-29,2024-03-10,199,Expired
5197,2997,Premium,2022-07-19,2023-10-05,499,Cancelled
5198,4502,Basic,2022-05-17,2023-01-02,199,Cancelled
5199,10994,Fleet,2022-07-08,2023-02-07,999,Expired
5200,18584,Basic,2022-11-05,2023-05-29,199,Expired
5201,3194,Basic,2022-10-25,2023-03-16,199,Expired
5202,5993,Basic,2022-07-01,2024-06-23,199,Expired
5203,18957,Premium,2022-05-08,2023-10-14,499,Expired
5204,12737,Premium,2022-08-21,2023-09-02,499,Expired
5205,18283,Basic,2022-12-08,2024-03-03,199,Expired
5206,10127,Premium,2023-06-18,2024-04-09,499,Expired
5207,16939,Basic,2022-07-17,2023-06-17,199,Expired
5208,576,Premium,2022-08-22,2023-01-30,499,Expired
5209,8232,Basic,2022-09-17,2023-07-16,199,Expired
5210,1353,Basic,2022-09-05,2023-06-13,199,Cancelled
5211,3903,Basic,2022-05-28,2024-03-21,199,Expired
5212,16964,Fleet,2022-05-09,2024-01-28,999,Expired
5213,12161,Fleet,2022-08-20,2023-11-04,999,Expired
5214,4155,Basic,2023-02-21,2024-10-07,199,Expired
5215,7647,Basic,2022-10-26,2023-05-17,199,Expired
5216,11682,Basic,2022-10-22,2024-05-17,199,Expired
5217,506,Fleet,2022-03-14,2023-10-27,999,Expired
5218,2858,Premium,2022-11-19,2023-09-10,499,Expired
5219,7853,Fleet,2022-07-19,2024-01-07,999,Expired
5220,1433,Fleet,2022-06-20,2023-05-19,999,Cancelled
5221,4555,Basic,2023-06-15,2024-08-07,199,Expired
5222,12963,Basic,2022-07-30,2024-01-20,199,Expired
5223,9815,Fleet,2022-09-11,2022-12-18,999,Expired
5224,9596,Premium,2022-12-17,2023-10-14,499,Expired
5225,16346,Premium,2022-12-27,2024-11-22,499,Expired
5226,8424,Fleet,2022-12-16,2023-05-18,999,Expired
5227,3372,Basic,2022-05-22,2022-09-23,199,Expired
5228,4368,Basic,2022-04-06,2022-10-19,199,Expired
5229,7110,Basic,2023-02-16,2023-10-10,199,Expired
5230,14550,Fleet,2022-09-30,2023-02-27,999,Expired
5231,19389,Basic,2022-04-02,2022-10-25,199,Expired
5232,611,Basic,2022-09-26,2024-08-14,199,Cancelled
5233,13539,Premium,2022-06-13,2023-03-22,499,Expired
5234,8408,Basic,2023-03-18,2023-12-29,199,Expired
5235,19665,Basic,2022-05-22,2023-10-13,199,Expired
5236,18689,Basic,2023-01-05,2023-11-21,199,Expired
5237,10012,Fleet,2022-02-28,2023-06-22,999,Expired
5238,9252,Basic,2022-10-04,2023-06-20,199,Expired
5239,14260,Basic,2023-01-21,2023-10-06,199,Expired
5240,18648,Basic,2023-05-03,2025-02-03,199,Expired
5241,17513,Basic,2022-11-09,2023-12-28,199,Expired
5242,10591,Fleet,2022-07-10,2024-01-02,999,Cancelled
5243,3449,Basic,2023-03-27,2023-08-19,199,Expired
5244,14018,Fleet,2022-10-27,2023-03-08,999,Cancelled
5245,4801,Premium,2023-02-24,2024-09-18,499,Cancelled
5246,9937,Premium,2023-03-23,2024-01-03,499,Expired
5247,13813,Basic,2023-02-14,2024-05-08,199,Expired
5248,10295,Basic,2023-05-14,2023-12-11,199,Expired
5249,6166,Basic,2023-02-01,2024-09-05,199,Cancelled
5250,17378,Basic,2022-12-27,2023-10-27,199,Expired
5251,19603,Premium,2023-01-06,2024-09-27,499,Expired
5252,12591,Basic,2022-05-19,2022-12-01,199,Expired
5253,17069,Basic,2022-05-29,2023-09-07,199,Expired
5254,3945,Premium,2022-08-15,2023-06-11,499,Expired
5255,8469,Basic,2022-08-23,2022-12-04,199,Expired
5256,4309,Premium,2023-02-05,2024-01-27,499,Expired
5257,2920,Premium,2022-09-06,2023-05-22,499,Expired
5258,3502,Premium,2023-04-10,2024-03-17,499,Expired
5259,13873,Fleet,2022-07-22,2022-12-21,999,Expired
5260,4661,Premium,2023-01-12,2024-07-23,499,Expired
5261,13421,Basic,2022-04-19,2022-09-07,199,Expired
5262,17111,Basic,2022-08-02,2023-07-19,199,Cancelled
5263,17491,Basic,2022-10-17,2024-01-19,199,Expired
5264,10802,Basic,2022-08-05,2023-11-08,199,Expired
5265,8531,Premium,2022-11-15,2024-07-23,499,Expired
5266,449,Fleet,2023-03-10,2024-07-13,999,Expired
5267,10318,Premium,2023-01-12,2024-06-01,499,Expired
5268,8624,Basic,2022-05-07,2023-01-02,199,Expired
5269,11256,Basic,2022-07-11,2023-02-17,199,Expired
5270,14929,Premium,2022-07-26,2023-11-25,499,Expired
5271,11097,Premium,2022-08-21,2022-12-31,499,Expired
5272,16665,Premium,2022-07-25,2022-12-16,499,Cancelled
5273,14079,Basic,2022-05-22,2024-03-31,199,Expired
5274,13276,Premium,2023-05-02,2025-04-01,499,Expired
5275,8215,Basic,2022-05-03,2024-03-07,199,Cancelled
5276,5548,Premium,2022-12-02,2023-09-28,499,Expired
5277,1128,Basic,2023-04-06,2024-12-01,199,Expired
5278,17114,Basic,2022-03-14,2022-06-23,199,Expired
5279,4408,Basic,2022-04-28,2023-03-12,199,Expired
5280,1800,Basic,2022-07-30,2023-03-02,199,Expired
5281,6435,Premium,2022-07-08,2024-04-21,499,Expired
5282,18956,Premium,2022-11-11,2023-09-17,499,Expired
5283,7525,Basic,2022-09-18,2023-01-31,199,Expired
5284,19390,Premium,2022-05-14,2023-10-10,499,Expired
5285,10661,Basic,2023-04-09,2024-02-27,199,Expired
5286,5016,Premium,2023-03-30,2024-06-06,499,Expired
5287,6025,Basic,2022-08-04,2023-11-09,199,Expired
5288,12587,Basic,2022-05-05,2023-02-15,199,Cancelled
5289,3442,Premium,2022-08-23,2023-02-18,499,Expired
5290,9086,Fleet,2022-05-16,2023-01-16,999,Expired
5291,13953,Basic,2023-01-25,2024-02-08,199,Expired
5292,13523,Premium,2022-12-31,2024-01-28,499,Expired
5293,4385,Premium,2023-04-06,2024-08-01,499,Expired
5294,4289,Premium,2022-07-03,2023-12-30,499,Expired
5295,13921,Premium,2023-02-15,2023-05-20,499,Expired
5296,11026,Basic,2022-08-29,2023-04-28,199,Expired
5297,14969,Basic,2022-07-27,2023-10-02,199,Expired
5298,11742,Premium,2023-03-27,2024-09-30,499,Cancelled
5299,12114,Basic,2022-06-19,2023-05-18,199,Expired
5300,3261,Basic,2023-03-12,2025-02-28,199,Expired
5301,14975,Premium,2022-11-11,2023-08-16,499,Expired
5302,14765,Basic,2022-12-02,2024-01-11,199,Expired
5303,6481,Premium,2023-04-14,2023-08-06,499,Expired
5304,7576,Basic,2022-10-20,2023-10-21,199,Expired
5305,8689,Basic,2022-05-28,2022-11-25,199,Cancelled
5306,15662,Basic,2023-02-08,2024-06-15,199,Cancelled
5307,5071,Premium,2022-10-06,2024-07-28,499,Expired
5308,10248,Basic,2023-02-25,2024-01-20,199,Expired
5309,2948,Premium,2022-10-27,2023-07-18,499,Expired
5310,2841,Basic,2022-11-16,2023-10-24,199,Expired
5311,8123,Premium,2022-12-26,2024-01-21,499,Expired
5312,11498,Premium,2022-11-07,2024-10-02,499,Expired
5313,8411,Basic,2022-06-19,2022-10-19,199,Expired
5314,178,Premium,2022-10-16,2023-12-15,499,Expired
5315,7817,Fleet,2023-02-05,2024-07-16,999,Expired
5316,12377,Basic,2023-01-15,2023-07-09,199,Expired
5317,14194,Premium,2022-07-02,2023-10-29,499,Expired
5318,11667,Premium,2022-08-15,2023-09-09,499,Expired
5319,8942,Basic,2022-10-31,2023-05-11,199,Expired
5320,4082,Fleet,2022-08-20,2024-01-30,999,Expired
5321,1512,Premium,2022-05-04,2023-09-25,499,Expired
5322,7415,Basic,2022-11-23,2023-10-13,199,Expired
5323,9346,Fleet,2022-09-27,2023-07-27,999,Expired
5324,3943,Basic,2023-02-14,2023-05-18,199,Expired
5325,17632,Basic,2022-03-14,2022-10-11,199,Expired
5326,14347,Premium,2022-12-19,2023-11-23,499,Expired
5327,8486,Basic,2022-05-14,2022-09-07,199,Expired
5328,19274,Premium,2022-09-29,2023-04-29,499,Expired
5329,18345,Basic,2022-12-25,2023-05-09,199,Expired
5330,7556,Basic,2023-01-12,2024-03-21,199,Expired
5331,474,Basic,2022-07-15,2024-04-02,199,Expired
5332,10090,Fleet,2023-02-24,2024-01-27,999,Expired
5333,18849,Fleet,2022-06-04,2023-01-29,999,Cancelled
5334,1847,Basic,2022-07-02,2022-11-01,199,Expired
5335,13173,Premium,2022-10-28,2023-08-18,499,Expired
5336,14843,Basic,2022-12-11,2024-06-16,199,Expired
5337,7657,Basic,2022-07-17,2024-06-19,199,Cancelled
5338,19192,Premium,2022-11-12,2024-03-11,499,Expired
5339,16561,Basic,2023-02-17,2024-03-02,199,Expired
5340,6308,Premium,2022-05-23,2024-03-21,499,Expired
5341,19445,Basic,2022-05-27,2023-12-28,199,Cancelled
5342,1328,Basic,2022-06-25,2023-11-25,199,Expired
5343,6791,Premium,2023-01-26,2023-07-09,499,Expired
5344,3419,Basic,2022-12-27,2024-09-23,199,Cancelled
5345,11258,Basic,2023-05-02,2024-04-07,199,Expired
5346,7039,Basic,2023-03-01,2025-02-27,199,Cancelled
5347,6324,Basic,2022-08-02,2023-10-01,199,Expired
5348,1682,Premium,2022-06-30,2024-01-05,499,Expired
5349,1453,Basic,2022-08-04,2023-06-27,199,Cancelled
5350,776,Basic,2022-12-29,2024-05-29,199,Expired
5351,2110,Fleet,2022-12-29,2023-04-04,999,Expired
5352,11416,Premium,2022-08-30,2023-02-28,499,Expired
5353,15297,Premium,2022-07-25,2023-01-06,499,Expired
5354,10018,Basic,2022-10-01,2023-10-01,199,Expired
5355,1366,Basic,2022-10-31,2023-12-09,199,Cancelled
5356,9911,Basic,2022-05-19,2022-08-20,199,Expired
5357,10159,Basic,2022-12-11,2024-11-18,199,Expired
5358,8145,Basic,2022-06-11,2022-09-26,199,Expired
5359,8058,Fleet,2022-10-22,2023-09-06,999,Expired
5360,8115,Basic,2022-07-19,2024-03-20,199,Expired
5361,12688,Basic,2023-02-09,2025-02-07,199,Cancelled
5362,300,Basic,2022-10-24,2024-01-28,199,Expired
5363,1108,Fleet,2023-02-02,2023-09-14,999,Expired
5364,851,Premium,2022-12-17,2023-11-29,499,Expired
5365,5450,Basic,2022-09-04,2024-02-15,199,Cancelled
5366,8931,Basic,2022-08-10,2023-10-12,199,Expired
5367,7473,Basic,2022-03-31,2023-03-18,199,Expired
5368,7467,Basic,2022-10-19,2024-10-08,199,Expired
5369,2247,Premium,2022-11-11,2024-07-12,499,Expired
5370,16188,Fleet,2023-01-18,2024-01-26,999,Expired
5371,17867,Basic,2022-04-23,2024-02-17,199,Expired
5372,3032,Basic,2022-07-09,2024-05-22,199,Cancelled
5373,1609,Premium,2023-03-02,2024-05-24,499,Expired
5374,9913,Premium,2022-08-31,2023-03-31,499,Expired
5375,5737,Basic,2023-02-03,2023-08-28,199,Expired
5376,9,Basic,2023-05-02,2025-02-28,199,Expired
5377,13181,Basic,2022-10-10,2023-04-23,199,Expired
5378,5972,Basic,2022-09-05,2024-07-04,199,Expired
5379,19084,Basic,2022-09-13,2024-03-13,199,Expired
5380,4041,Premium,2022-12-31,2023-10-17,499,Expired
5381,17902,Basic,2022-08-26,2022-12-16,199,Expired
5382,12554,Basic,2022-07-10,2023-08-03,199,Expired
5383,11520,Basic,2022-08-05,2023-11-15,199,Expired
5384,13190,Premium,2022-09-30,2023-09-10,499,Expired
5385,15629,Basic,2023-01-27,2023-05-25,199,Expired
5386,16259,Premium,2022-10-28,2023-07-09,499,Expired
5387,5102,Basic,2023-01-30,2024-07-05,199,Expired
5388,16278,Basic,2022-12-05,2024-01-29,199,Cancelled
5389,15047,Premium,2022-06-25,2024-04-26,499,Expired
5390,3098,Basic,2022-02-19,2023-10-14,199,Expired
5391,9706,Basic,2022-10-01,2024-06-23,199,Expired
5392,18061,Basic,2022-10-20,2023-03-15,199,Expired
5393,4788,Basic,2022-11-13,2023-10-02,199,Cancelled
5394,13627,Basic,2023-03-10,2023-09-03,199,Cancelled
5395,16787,Basic,2022-07-03,2023-03-27,199,Expired
5396,14912,Premium,2022-05-31,2022-09-08,499,Cancelled
5397,16339,Basic,2022-09-16,2023-01-06,199,Expired
5398,8974,Premium,2022-11-29,2024-02-23,499,Expired
5399,8936,Premium,2022-02-22,2023-10-03,499,Expired
5400,3658,Basic,2022-05-05,2023-03-09,199,Expired
5401,3707,Basic,2022-04-16,2022-11-25,199,Cancelled
5402,1191,Basic,2022-05-14,2024-03-10,199,Expired
5403,11392,Basic,2023-01-16,2024-07-26,199,Expired
5404,18219,Premium,2022-06-04,2023-01-15,499,Cancelled
5405,15313,Basic,2022-09-30,2024-08-25,199,Expired
5406,14143,Basic,2023-03-25,2023-11-17,199,Cancelled
5407,13070,Basic,2022-11-10,2024-04-22,199,Expired
5408,9406,Premium,2022-12-16,2023-07-20,499,Expired
5409,5847,Basic,2023-01-21,2024-10-23,199,Expired
5410,15825,Basic,2022-12-06,2024-11-22,199,Expired
5411,13397,Basic,2022-09-30,2023-08-05,199,Expired
5412,9199,Fleet,2022-06-12,2023-06-07,999,Expired
