vehicle_id,customer_id,vehicle_model,vehicle_type,battery_capacity_kwh,purchase_year
9774,9326,Mahindra XUV400,SUV,39.4,2025
9775,9327,Hyundai Kona Electric,SUV,39.2,2023
9776,9328,Mahindra XUV400,SUV,39.4,2025
9777,9329,Mahindra XUV400,SUV,39.4,2024
9778,9330,BYD Atto 3,SUV,60.5,2021
9779,9331,Kia EV6,SUV,77.4,2023
9780,9332,Mahindra BE 6,SUV,59.0,2021
9781,9333,BYD Atto 3,SUV,60.5,2020
9782,9334,MG ZS EV,SUV,50.3,2025
9783,9335,Tata Tiago EV,Hatchback,24.0,2021
9784,9336,Kia EV6,SUV,77.4,2020
9785,9337,Mahindra BE 6,SUV,59.0,2023
9786,9338,Tata Nexon EV,SUV,30.2,2021
9787,9339,Mahindra BE 6,SUV,59.0,2022
9788,9340,Hyundai Ioniq 5,SUV,72.6,2022
9789,9341,Mahindra XUV400,SUV,39.4,2023
9790,9342,Mahindra XUV400,SUV,39.4,2024
9791,9343,MG ZS EV,SUV,50.3,2025
9792,9344,Tata Tiago EV,Hatchback,24.0,2025
9793,9345,Tata Tiago EV,Hatchback,24.0,2024
9794,9346,MG ZS EV,SUV,50.3,2024
9795,9347,Kia EV6,SUV,77.4,2024
9796,9348,Mahindra XUV400,SUV,39.4,2024
9797,9349,Hyundai Ioniq 5,SUV,72.6,2021
9798,9350,Tata Punch EV,Hatchback,35.0,2024
9799,9351,Tata Nexon EV,SUV,30.2,2022
9800,9352,Kia EV6,SUV,77.4,2023
9801,9353,Tata Punch EV,Hatchback,35.0,2020
9802,9354,BYD Atto 3,SUV,60.5,2024
9803,9355,BYD Atto 3,SUV,60.5,2022
9804,9356,Tata Punch EV,Hatchback,35.0,2025
9805,9357,Tata Tiago EV,Hatchback,24.0,2020
9806,9358,MG ZS EV,SUV,50.3,2021
9807,9359,Hyundai Kona Electric,SUV,39.2,2020
9808,9360,Mahindra BE 6,SUV,59.0,2020
9809,9361,Tata Tiago EV,Hatchback,24.0,2024
9810,9361,Tata Nexon EV,SUV,30.2,2024
9811,9362,Tata Tiago EV,Hatchback,24.0,2025
9812,9363,Kia EV6,SUV,77.4,2025
9813,9363,Tata Tiago EV,Hatchback,24.0,2023
9814,9364,Kia EV6,SUV,77.4,2025
9815,9365,Tata Nexon EV,SUV,30.2,2022
9816,9366,Hyundai Kona Electric,SUV,39.2,2024
9817,9367,Tata Nexon EV,SUV,30.2,2023
9818,9368,BYD Atto 3,SUV,60.5,2025
9819,9369,Tata Punch EV,Hatchback,35.0,2022
9820,9370,Mahindra BE 6,SUV,59.0,2023
9821,9371,Tata Punch EV,Hatchback,35.0,2021
9822,9372,Tata Tiago EV,Hatchback,24.0,2021
9823,9373,Mahindra BE 6,SUV,59.0,2021
9824,9374,Kia EV6,SUV,77.4,2020
9825,9375,Mahindra XUV400,SUV,39.4,2020
9826,9376,Tata Nexon EV,SUV,30.2,2025
9827,9377,Hyundai Kona Electric,SUV,39.2,2022
9828,9378,BYD Atto 3,SUV,60.5,2023
9829,9379,Kia EV6,SUV,77.4,2021
9830,9379,Mahindra BE 6,SUV,59.0,2022
9831,9380,Mahindra BE 6,SUV,59.0,2023
9832,9381,Mahindra XUV400,SUV,39.4,2020
9833,9382,MG ZS EV,SUV,50.3,2023
9834,9383,BYD Atto 3,SUV,60.5,2023
9835,9384,Hyundai Ioniq 5,SUV,72.6,2020
9836,9385,Tata Punch EV,Hatchback,35.0,2023
9837,9386,MG ZS EV,SUV,50.3,2022
9838,9387,Tata Nexon EV,SUV,30.2,2020
9839,9388,Kia EV6,SUV,77.4,2024
9840,9389,Hyundai Kona Electric,SUV,39.2,2022
9841,9390,Kia EV6,SUV,77.4,2023
9842,9391,Hyundai Ioniq 5,SUV,72.6,2021
9843,9392,Tata Tiago EV,Hatchback,24.0,2022
9844,9393,Kia EV6,SUV,77.4,2023
9845,9394,Kia EV6,SUV,77.4,2021
9846,9394,Tata Tiago EV,Hatchback,24.0,2020
9847,9395,Mahindra BE 6,SUV,59.0,2023
9848,9396,BYD Atto 3,SUV,60.5,2022
9849,9397,Mahindra BE 6,SUV,59.0,2024
9850,9398,Tata Tiago EV,Hatchback,24.0,2021
9851,9399,Tata Punch EV,Hatchback,35.0,2024
9852,9400,Hyundai Kona Electric,SUV,39.2,2024
9853,9401,Tata Nexon EV,SUV,30.2,2022
9854,9402,Tata Tiago EV,Hatchback,24.0,2022
9855,9403,BYD Atto 3,SUV,60.5,2024
9856,9404,BYD Atto 3,SUV,60.5,2022
9857,9405,Mahindra BE 6,SUV,59.0,2020
9858,9406,Mahindra XUV400,SUV,39.4,2020
9859,9407,BYD Atto 3,SUV,60.5,2021
9860,9408,BYD Atto 3,SUV,60.5,2021
9861,9409,Kia EV6,SUV,77.4,2022
9862,9410,Mahindra XUV400,SUV,39.4,2021
9863,9411,MG ZS EV,SUV,50.3,2025
9864,9412,Tata Tiago EV,Hatchback,24.0,2025
9865,9413,Hyundai Kona Electric,SUV,39.2,2022
9866,9414,BYD Atto 3,SUV,60.5,2022
9867,9415,Tata Tiago EV,Hatchback,24.0,2021
9868,9416,Hyundai Ioniq 5,SUV,72.6,2022
9869,9417,Hyundai Kona Electric,SUV,39.2,2022
9870,9418,Hyundai Kona Electric,SUV,39.2,2024
9871,9419,Tata Tiago EV,Hatchback,24.0,2021
9872,9420,Tata Punch EV,Hatchback,35.0,2022
9873,9421,MG ZS EV,SUV,50.3,2020
9874,9422,MG ZS EV,SUV,50.3,2023
9875,9423,Hyundai Kona Electric,SUV,39.2,2024
9876,9423,Kia EV6,SUV,77.4,2023
9877,9424,Tata Tiago EV,Hatchback,24.0,2020
9878,9425,BYD Atto 3,SUV,60.5,2022
9879,9426,MG ZS EV,SUV,50.3,2025
9880,9427,Tata Nexon EV,SUV,30.2,2023
9881,9428,Hyundai Ioniq 5,SUV,72.6,2024
9882,9429,Hyundai Kona Electric,SUV,39.2,2024
9883,9430,Mahindra XUV400,SUV,39.4,2021
9884,9431,MG ZS EV,SUV,50.3,2024
9885,9432,Tata Tiago EV,Hatchback,24.0,2025
9886,9433,BYD Atto 3,SUV,60.5,2022
9887,9434,Tata Nexon EV,SUV,30.2,2025
9888,9435,Hyundai Kona Electric,SUV,39.2,2025
9889,9436,Tata Nexon EV,SUV,30.2,2023
9890,9437,BYD Atto 3,SUV,60.5,2025
9891,9438,Tata Nexon EV,SUV,30.2,2022
9892,9439,Hyundai Kona Electric,SUV,39.2,2023
9893,9440,Hyundai Ioniq 5,SUV,72.6,2023
9894,9441,BYD Atto 3,SUV,60.5,2023
9895,9442,Tata Nexon EV,SUV,30.2,2020
9896,9443,Tata Tiago EV,Hatchback,24.0,2025
9897,9444,Tata Punch EV,Hatchback,35.0,2023
9898,9445,MG ZS EV,SUV,50.3,2021
9899,9446,Hyundai Ioniq 5,SUV,72.6,2022
9900,9447,Hyundai Ioniq 5,SUV,72.6,2022
9901,9448,BYD Atto 3,SUV,60.5,2022
9902,9449,Tata Nexon EV,SUV,30.2,2023
9903,9449,Mahindra XUV400,SUV,39.4,2020
9904,9450,Tata Tiago EV,Hatchback,24.0,2023
9905,9451,Kia EV6,SUV,77.4,2025
9906,9452,Hyundai Kona Electric,SUV,39.2,2024
9907,9453,Hyundai Ioniq 5,SUV,72.6,2021
9908,9454,MG ZS EV,SUV,50.3,2025
9909,9455,Tata Tiago EV,Hatchback,24.0,2020
9910,9456,Mahindra XUV400,SUV,39.4,2023
9911,9457,BYD Atto 3,SUV,60.5,2025
9912,9458,Tata Punch EV,Hatchback,35.0,2025
9913,9459,Hyundai Ioniq 5,SUV,72.6,2020
9914,9460,BYD Atto 3,SUV,60.5,2022
9915,9461,Tata Nexon EV,SUV,30.2,2023
9916,9462,Mahindra BE 6,SUV,59.0,2024
9917,9463,Mahindra BE 6,SUV,59.0,2021
9918,9464,MG ZS EV,SUV,50.3,2025
9919,9465,Kia EV6,SUV,77.4,2022
9920,9466,Tata Nexon EV,SUV,30.2,2021
9921,9467,Tata Tiago EV,Hatchback,24.0,2020
9922,9468,Kia EV6,SUV,77.4,2022
9923,9469,Hyundai Kona Electric,SUV,39.2,2024
9924,9470,Kia EV6,SUV,77.4,2021
9925,9471,Mahindra BE 6,SUV,59.0,2023
9926,9472,Mahindra XUV400,SUV,39.4,2021
9927,9473,Tata Punch EV,Hatchback,35.0,2021
9928,9474,Tata Tiago EV,Hatchback,24.0,2021
9929,9475,Tata Tiago EV,Hatchback,24.0,2022
9930,9476,Mahindra BE 6,SUV,59.0,2022
9931,9477,MG ZS EV,SUV,50.3,2024
9932,9478,Tata Tiago EV,Hatchback,24.0,2020
9933,9479,Tata Nexon EV,SUV,30.2,2023
9934,9479,Mahindra XUV400,SUV,39.4,2024
9935,9480,Mahindra BE 6,SUV,59.0,2025
9936,9481,MG ZS EV,SUV,50.3,2020
9937,9482,Kia EV6,SUV,77.4,2023
9938,9483,Tata Nexon EV,SUV,30.2,2021
9939,9484,Mahindra XUV400,SUV,39.4,2025
9940,9485,Kia EV6,SUV,77.4,2022
9941,9486,Hyundai Kona Electric,SUV,39.2,2022
9942,9487,Tata Tiago EV,Hatchback,24.0,2021
9943,9488,Mahindra XUV400,SUV,39.4,2023
9944,9489,BYD Atto 3,SUV,60.5,2020
9945,9490,Tata Tiago EV,Hatchback,24.0,2021
9946,9491,Tata Tiago EV,Hatchback,24.0,2022
9947,9492,Kia EV6,SUV,77.4,2023
9948,9493,MG ZS EV,SUV,50.3,2022
9949,9494,Mahindra XUV400,SUV,39.4,2021
9950,9495,MG ZS EV,SUV,50.3,2025
9951,9496,Hyundai Ioniq 5,SUV,72.6,2025
9952,9497,MG ZS EV,SUV,50.3,2025
9953,9498,Kia EV6,SUV,77.4,2022
9954,9499,Mahindra XUV400,SUV,39.4,2020
9955,9500,Tata Tiago EV,Hatchback,24.0,2020
9956,9500,Mahindra XUV400,SUV,39.4,2020
9957,9501,Kia EV6,SUV,77.4,2023
9958,9502,Tata Nexon EV,SUV,30.2,2020
9959,9503,Kia EV6,SUV,77.4,2021
9960,9504,MG ZS EV,SUV,50.3,2021
9961,9505,MG ZS EV,SUV,50.3,2025
9962,9506,Mahindra XUV400,SUV,39.4,2020
9963,9507,Hyundai Ioniq 5,SUV,72.6,2025
9964,9507,Tata Tiago EV,Hatchback,24.0,2021
9965,9508,Hyundai Kona Electric,SUV,39.2,2020
9966,9509,Kia EV6,SUV,77.4,2022
9967,9510,Mahindra XUV400,SUV,39.4,2023
9968,9511,Hyundai Kona Electric,SUV,39.2,2021
9969,9512,BYD Atto 3,SUV,60.5,2024
9970,9513,Mahindra BE 6,SUV,59.0,2024
9971,9514,Hyundai Ioniq 5,SUV,72.6,2020
9972,9515,Mahindra XUV400,SUV,39.4,2023
9973,9516,Kia EV6,SUV,77.4,2023
9974,9517,Mahindra BE 6,SUV,59.0,2022
9975,9518,BYD Atto 3,SUV,60.5,2020
9976,9518,Mahindra BE 6,SUV,59.0,2021
9977,9519,Hyundai Kona Electric,SUV,39.2,2020
9978,9520,Tata Nexon EV,SUV,30.2,2022
9979,9521,Tata Nexon EV,SUV,30.2,2021
9980,9522,Tata Punch EV,Hatchback,35.0,2022
9981,9523,BYD Atto 3,SUV,60.5,2022
9982,9524,Hyundai Kona Electric,SUV,39.2,2022
9983,9525,Mahindra BE 6,SUV,59.0,2021
9984,9526,BYD Atto 3,SUV,60.5,2022
9985,9527,Kia EV6,SUV,77.4,2025
9986,9528,Hyundai Kona Electric,SUV,39.2,2021
9987,9529,Mahindra XUV400,SUV,39.4,2022
9988,9530,Kia EV6,SUV,77.4,2022
9989,9531,Mahindra BE 6,SUV,59.0,2023
9990,9532,BYD Atto 3,SUV,60.5,2025
9991,9533,Hyundai Kona Electric,SUV,39.2,2021
9992,9534,Mahindra BE 6,SUV,59.0,2021
9993,9535,Hyundai Kona Electric,SUV,39.2,2025
9994,9536,Hyundai Kona Electric,SUV,39.2,2021
9995,9537,Tata Punch EV,Hatchback,35.0,2021
9996,9538,Tata Punch EV,Hatchback,35.0,2022
9997,9539,Hyundai Kona Electric,SUV,39.2,2021
9998,9540,Tata Nexon EV,SUV,30.2,2020
9999,9541,Kia EV6,SUV,77.4,2024
10000,9542,Mahindra BE 6,SUV,59.0,2025
10001,9543,Mahindra BE 6,SUV,59.0,2025
10002,9544,BYD Atto 3,SUV,60.5,2024
10003,9544,Tata Nexon EV,SUV,30.2,2021
10004,9545,Kia EV6,SUV,77.4,2020
10005,9546,Mahindra BE 6,SUV,59.0,2020
10006,9547,BYD Atto 3,SUV,60.5,2024
10007,9548,Hyundai Kona Electric,SUV,39.2,2020
10008,9549,Mahindra XUV400,SUV,39.4,2023
10009,9550,Tata Tiago EV,Hatchback,24.0,2020
10010,9551,BYD Atto 3,SUV,60.5,2024
10011,9552,Mahindra BE 6,SUV,59.0,2021
10012,9553,Tata Nexon EV,SUV,30.2,2023
10013,9554,Mahindra BE 6,SUV,59.0,2020
10014,9555,Hyundai Ioniq 5,SUV,72.6,2022
10015,9556,Hyundai Ioniq 5,SUV,72.6,2023
10016,9557,Tata Punch EV,Hatchback,35.0,2025
10017,9558,BYD Atto 3,SUV,60.5,2023
10018,9559,Tata Punch EV,Hatchback,35.0,2024
10019,9560,Hyundai Kona Electric,SUV,39.2,2021
10020,9561,Mahindra XUV400,SUV,39.4,2020
10021,9562,Tata Nexon EV,SUV,30.2,2022
10022,9562,Tata Punch EV,Hatchback,35.0,2024
10023,9563,BYD Atto 3,SUV,60.5,2023
10024,9564,Hyundai Ioniq 5,SUV,72.6,2023
10025,9565,MG ZS EV,SUV,50.3,2021
10026,9566,Hyundai Ioniq 5,SUV,72.6,2020
10027,9567,Hyundai Ioniq 5,SUV,72.6,2020
10028,9568,Tata Nexon EV,SUV,30.2,2020
10029,9569,MG ZS EV,SUV,50.3,2022
10030,9570,Hyundai Ioniq 5,SUV,72.6,2024
10031,9571,Mahindra BE 6,SUV,59.0,2023
10032,9572,Mahindra XUV400,SUV,39.4,2020
10033,9573,Kia EV6,SUV,77.4,2023
10034,9574,Tata Tiago EV,Hatchback,24.0,2020
10035,9575,Tata Tiago EV,Hatchback,24.0,2025
10036,9576,Tata Punch EV,Hatchback,35.0,2021
10037,9577,Tata Punch EV,Hatchback,35.0,2020
10038,9578,MG ZS EV,SUV,50.3,2022
10039,9579,Tata Punch EV,Hatchback,35.0,2021
10040,9580,MG ZS EV,SUV,50.3,2025
10041,9581,Tata Tiago EV,Hatchback,24.0,2023
10042,9582,Mahindra BE 6,SUV,59.0,2025
10043,9583,MG ZS EV,SUV,50.3,2021
10044,9584,Hyundai Ioniq 5,SUV,72.6,2020
10045,9585,Kia EV6,SUV,77.4,2024
10046,9586,Tata Tiago EV,Hatchback,24.0,2020
10047,9587,Mahindra XUV400,SUV,39.4,2024
10048,9588,Hyundai Kona Electric,SUV,39.2,2024
10049,9589,Tata Punch EV,Hatchback,35.0,2020
10050,9590,Kia EV6,SUV,77.4,2024
10051,9591,Hyundai Kona Electric,SUV,39.2,2022
10052,9592,MG ZS EV,SUV,50.3,2020
10053,9593,Tata Tiago EV,Hatchback,24.0,2024
10054,9594,Hyundai Kona Electric,SUV,39.2,2025
10055,9595,Mahindra XUV400,SUV,39.4,2022
10056,9596,Tata Tiago EV,Hatchback,24.0,2024
10057,9597,Tata Nexon EV,SUV,30.2,2025
10058,9598,Kia EV6,SUV,77.4,2023
10059,9599,Tata Tiago EV,Hatchback,24.0,2025
10060,9600,Kia EV6,SUV,77.4,2024
10061,9601,Hyundai Kona Electric,SUV,39.2,2022
10062,9602,Mahindra BE 6,SUV,59.0,2025
10063,9603,Tata Tiago EV,Hatchback,24.0,2022
10064,9604,Mahindra BE 6,SUV,59.0,2024
10065,9605,Mahindra XUV400,SUV,39.4,2022
10066,9606,Hyundai Ioniq 5,SUV,72.6,2021
10067,9607,Mahindra XUV400,SUV,39.4,2021
10068,9608,Hyundai Kona Electric,SUV,39.2,2021
10069,9609,MG ZS EV,SUV,50.3,2022
10070,9610,MG ZS EV,SUV,50.3,2021
10071,9611,MG ZS EV,SUV,50.3,2020
10072,9612,Tata Nexon EV,SUV,30.2,2023
10073,9613,Tata Nexon EV,SUV,30.2,2020
10074,9614,Hyundai Ioniq 5,SUV,72.6,2020
10075,9614,Mahindra BE 6,SUV,59.0,2020
10076,9615,Tata Nexon EV,SUV,30.2,2020
10077,9616,BYD Atto 3,SUV,60.5,2025
10078,9617,MG ZS EV,SUV,50.3,2025
10079,9618,Tata Tiago EV,Hatchback,24.0,2024
10080,9619,Hyundai Kona Electric,SUV,39.2,2021
10081,9620,Tata Tiago EV,Hatchback,24.0,2020
10082,9621,Kia EV6,SUV,77.4,2021
10083,9622,Mahindra BE 6,SUV,59.0,2021
10084,9623,Kia EV6,SUV,77.4,2021
10085,9624,Mahindra BE 6,SUV,59.0,2022
10086,9625,Tata Punch EV,Hatchback,35.0,2025
10087,9626,BYD Atto 3,SUV,60.5,2024
10088,9627,Mahindra XUV400,SUV,39.4,2021
10089,9628,Tata Tiago EV,Hatchback,24.0,2022
10090,9629,Tata Tiago EV,Hatchback,24.0,2025
10091,9630,Mahindra BE 6,SUV,59.0,2022
10092,9631,Mahindra BE 6,SUV,59.0,2021
10093,9632,Tata Nexon EV,SUV,30.2,2022
10094,9633,Mahindra XUV400,SUV,39.4,2021
10095,9634,Hyundai Kona Electric,SUV,39.2,2021
10096,9635,Mahindra BE 6,SUV,59.0,2025
10097,9636,Mahindra XUV400,SUV,39.4,2022
10098,9637,Tata Punch EV,Hatchback,35.0,2020
10099,9638,Hyundai Kona Electric,SUV,39.2,2020
10100,9639,Kia EV6,SUV,77.4,2023
10101,9640,Tata Nexon EV,SUV,30.2,2023
10102,9641,Hyundai Kona Electric,SUV,39.2,2020
10103,9642,Kia EV6,SUV,77.4,2023
10104,9643,Hyundai Kona Electric,SUV,39.2,2023
10105,9644,Hyundai Kona Electric,SUV,39.2,2021
10106,9645,MG ZS EV,SUV,50.3,2022
10107,9646,Mahindra BE 6,SUV,59.0,2020
10108,9647,Tata Punch EV,Hatchback,35.0,2021
10109,9648,Mahindra XUV400,SUV,39.4,2020
10110,9649,Mahindra XUV400,SUV,39.4,2023
10111,9650,Mahindra BE 6,SUV,59.0,2022
10112,9651,Kia EV6,SUV,77.4,2025
10113,9652,Kia EV6,SUV,77.4,2021
10114,9652,Mahindra BE 6,SUV,59.0,2025
10115,9653,Hyundai Kona Electric,SUV,39.2,2020
10116,9654,MG ZS EV,SUV,50.3,2023
10117,9655,Tata Nexon EV,SUV,30.2,2022
10118,9656,Tata Tiago EV,Hatchback,24.0,2025
10119,9657,Tata Tiago EV,Hatchback,24.0,2023
10120,9658,Tata Tiago EV,Hatchback,24.0,2021
10121,9659,Hyundai Kona Electric,SUV,39.2,2024
10122,9660,Tata Nexon EV,SUV,30.2,2023
10123,9661,Kia EV6,SUV,77.4,2020
10124,9662,MG ZS EV,SUV,50.3,2022
10125,9663,Hyundai Kona Electric,SUV,39.2,2022
10126,9664,Mahindra BE 6,SUV,59.0,2022
10127,9665,Tata Punch EV,Hatchback,35.0,2025
10128,9666,BYD Atto 3,SUV,60.5,2021
10129,9667,Hyundai Ioniq 5,SUV,72.6,2024
10130,9668,MG ZS EV,SUV,50.3,2024
10131,9669,Mahindra XUV400,SUV,39.4,2021
10132,9670,Mahindra XUV400,SUV,39.4,2020
10133,9671,Tata Tiago EV,Hatchback,24.0,2023
10134,9672,Hyundai Kona Electric,SUV,39.2,2023
10135,9673,Kia EV6,SUV,77.4,2023
10136,9674,MG ZS EV,SUV,50.3,2024
10137,9675,Hyundai Kona Electric,SUV,39.2,2020
10138,9675,BYD Atto 3,SUV,60.5,2022
10139,9676,Hyundai Kona Electric,SUV,39.2,2021
10140,9677,MG ZS EV,SUV,50.3,2020
10141,9678,Hyundai Ioniq 5,SUV,72.6,2021
10142,9679,Tata Punch EV,Hatchback,35.0,2020
10143,9680,Mahindra BE 6,SUV,59.0,2021
10144,9681,Hyundai Kona Electric,SUV,39.2,2025
10145,9682,MG ZS EV,SUV,50.3,2022
10146,9682,Hyundai Kona Electric,SUV,39.2,2025
10147,9683,MG ZS EV,SUV,50.3,2024
10148,9684,Kia EV6,SUV,77.4,2024
10149,9685,Tata Tiago EV,Hatchback,24.0,2023
10150,9686,MG ZS EV,SUV,50.3,2025
10151,9686,MG ZS EV,SUV,50.3,2022
10152,9687,Tata Punch EV,Hatchback,35.0,2025
10153,9688,Tata Nexon EV,SUV,30.2,2022
10154,9689,Hyundai Ioniq 5,SUV,72.6,2025
10155,9690,Tata Punch EV,Hatchback,35.0,2022
10156,9691,Tata Punch EV,Hatchback,35.0,2024
10157,9692,Hyundai Ioniq 5,SUV,72.6,2020
10158,9693,Tata Nexon EV,SUV,30.2,2024
10159,9694,MG ZS EV,SUV,50.3,2024
10160,9695,Tata Punch EV,Hatchback,35.0,2024
10161,9696,BYD Atto 3,SUV,60.5,2023
10162,9697,MG ZS EV,SUV,50.3,2021
10163,9698,Tata Nexon EV,SUV,30.2,2024
10164,9699,Tata Punch EV,Hatchback,35.0,2023
10165,9700,Tata Nexon EV,SUV,30.2,2025
10166,9701,Hyundai Kona Electric,SUV,39.2,2020
10167,9702,Hyundai Ioniq 5,SUV,72.6,2023
10168,9703,MG ZS EV,SUV,50.3,2023
10169,9704,BYD Atto 3,SUV,60.5,2025
10170,9705,MG ZS EV,SUV,50.3,2024
10171,9706,MG ZS EV,SUV,50.3,2021
10172,9707,Tata Nexon EV,SUV,30.2,2023
10173,9708,Mahindra BE 6,SUV,59.0,2021
10174,9709,Kia EV6,SUV,77.4,2023
10175,9710,Tata Punch EV,Hatchback,35.0,2021
10176,9711,Kia EV6,SUV,77.4,2023
10177,9712,Kia EV6,SUV,77.4,2020
10178,9713,Hyundai Kona Electric,SUV,39.2,2020
10179,9714,Tata Punch EV,Hatchback,35.0,2020
10180,9715,Tata Nexon EV,SUV,30.2,2023
10181,9716,Hyundai Ioniq 5,SUV,72.6,2025
10182,9717,Hyundai Ioniq 5,SUV,72.6,2021
10183,9718,Hyundai Kona Electric,SUV,39.2,2022
10184,9719,Hyundai Kona Electric,SUV,39.2,2020
10185,9720,Tata Tiago EV,Hatchback,24.0,2025
10186,9720,Tata Tiago EV,Hatchback,24.0,2023
10187,9721,Tata Nexon EV,SUV,30.2,2022
10188,9722,Mahindra XUV400,SUV,39.4,2025
10189,9723,Tata Punch EV,Hatchback,35.0,2022
10190,9724,MG ZS EV,SUV,50.3,2020
10191,9725,BYD Atto 3,SUV,60.5,2020
10192,9726,Hyundai Kona Electric,SUV,39.2,2025
10193,9726,Hyundai Ioniq 5,SUV,72.6,2020
10194,9727,BYD Atto 3,SUV,60.5,2023
10195,9728,BYD Atto 3,SUV,60.5,2025
10196,9729,Hyundai Ioniq 5,SUV,72.6,2024
10197,9730,BYD Atto 3,SUV,60.5,2021
10198,9731,MG ZS EV,SUV,50.3,2021
10199,9732,Tata Tiago EV,Hatchback,24.0,2022
10200,9733,Mahindra XUV400,SUV,39.4,2022
10201,9734,Tata Nexon EV,SUV,30.2,2025
10202,9735,Tata Tiago EV,Hatchback,24.0,2022
10203,9736,Tata Nexon EV,SUV,30.2,2024
10204,9737,Hyundai Kona Electric,SUV,39.2,2022
10205,9738,Hyundai Ioniq 5,SUV,72.6,2021
10206,9739,Hyundai Ioniq 5,SUV,72.6,2025
10207,9740,Hyundai Kona Electric,SUV,39.2,2020
10208,9741,Mahindra XUV400,SUV,39.4,2021
10209,9742,Tata Punch EV,Hatchback,35.0,2021
10210,9743,Hyundai Kona Electric,SUV,39.2,2020
10211,9744,Mahindra XUV400,SUV,39.4,2023
10212,9745,Tata Punch EV,Hatchback,35.0,2022
10213,9746,MG ZS EV,SUV,50.3,2020
10214,9747,Tata Punch EV,Hatchback,35.0,2022
10215,9748,Hyundai Kona Electric,SUV,39.2,2022
10216,9749,Hyundai Kona Electric,SUV,39.2,2021
10217,9750,Hyundai Ioniq 5,SUV,72.6,2023
10218,9751,Tata Nexon EV,SUV,30.2,2025
10219,9752,Mahindra XUV400,SUV,39.4,2025
10220,9753,BYD Atto 3,SUV,60.5,2021
10221,9754,Tata Punch EV,Hatchback,35.0,2025
10222,9755,Hyundai Kona Electric,SUV,39.2,2022
10223,9756,Tata Punch EV,Hatchback,35.0,2021
10224,9757,MG ZS EV,SUV,50.3,2025
10225,9758,Tata Tiago EV,Hatchback,24.0,2025
10226,9759,BYD Atto 3,SUV,60.5,2024
10227,9760,Tata Tiago EV,Hatchback,24.0,2022
10228,9761,MG ZS EV,SUV,50.3,2023
10229,9762,Mahindra XUV400,SUV,39.4,2025
10230,9763,Tata Tiago EV,Hatchback,24.0,2020
10231,9764,Mahindra XUV400,SUV,39.4,2022
10232,9765,Mahindra XUV400,SUV,39.4,2021
10233,9766,Mahindra BE 6,SUV,59.0,2023
10234,9767,BYD Atto 3,SUV,60.5,2025
10235,9768,Mahindra XUV400,SUV,39.4,2022
10236,9769,BYD Atto 3,SUV,60.5,2024
10237,9770,Hyundai Ioniq 5,SUV,72.6,2024
10238,9771,Tata Nexon EV,SUV,30.2,2020
10239,9772,Mahindra BE 6,SUV,59.0,2025
10240,9773,Mahindra BE 6,SUV,59.0,2023
10241,9774,Hyundai Ioniq 5,SUV,72.6,2025
10242,9775,Tata Punch EV,Hatchback,35.0,2020
10243,9776,Tata Punch EV,Hatchback,35.0,2021
10244,9777,MG ZS EV,SUV,50.3,2025
10245,9778,Mahindra BE 6,SUV,59.0,2021
10246,9779,Hyundai Kona Electric,SUV,39.2,2022
10247,9780,MG ZS EV,SUV,50.3,2022
10248,9781,Tata Tiago EV,Hatchback,24.0,2024
10249,9782,BYD Atto 3,SUV,60.5,2021
10250,9783,BYD Atto 3,SUV,60.5,2021
10251,9783,Kia EV6,SUV,77.4,2025
10252,9784,MG ZS EV,SUV,50.3,2023
10253,9785,MG ZS EV,SUV,50.3,2020
10254,9786,Mahindra XUV400,SUV,39.4,2023
10255,9787,Tata Tiago EV,Hatchback,24.0,2020
10256,9787,Kia EV6,SUV,77.4,2024
10257,9788,BYD Atto 3,SUV,60.5,2022
10258,9789,Mahindra XUV400,SUV,39.4,2022
10259,9790,Kia EV6,SUV,77.4,2021
10260,9791,Kia EV6,SUV,77.4,2025
10261,9792,Mahindra BE 6,SUV,59.0,2025
10262,9793,MG ZS EV,SUV,50.3,2025
10263,9794,Kia EV6,SUV,77.4,2021
10264,9795,BYD Atto 3,SUV,60.5,2021
10265,9796,Kia EV6,SUV,77.4,2024
10266,9797,Mahindra XUV400,SUV,39.4,2020
10267,9798,Mahindra XUV400,SUV,39.4,2023
10268,9799,Tata Punch EV,Hatchback,35.0,2022
10269,9800,MG ZS EV,SUV,50.3,2021
10270,9801,MG ZS EV,SUV,50.3,2022
10271,9802,MG ZS EV,SUV,50.3,2021
10272,9803,Hyundai Kona Electric,SUV,39.2,2022
10273,9804,Tata Nexon EV,SUV,30.2,2025
10274,9805,Tata Tiago EV,Hatchback,24.0,2020
10275,9806,MG ZS EV,SUV,50.3,2021
10276,9807,Tata Nexon EV,SUV,30.2,2021
10277,9808,Mahindra XUV400,SUV,39.4,2022
10278,9808,Tata Tiago EV,Hatchback,24.0,2021
10279,9809,Hyundai Ioniq 5,SUV,72.6,2024
10280,9810,Tata Nexon EV,SUV,30.2,2021
10281,9811,Mahindra XUV400,SUV,39.4,2025
10282,9812,BYD Atto 3,SUV,60.5,2023
10283,9813,Tata Punch EV,Hatchback,35.0,2025
10284,9814,Mahindra BE 6,SUV,59.0,2025
10285,9815,Tata Nexon EV,SUV,30.2,2023
10286,9816,Tata Nexon EV,SUV,30.2,2021
10287,9817,MG ZS EV,SUV,50.3,2024
